"","estimate","se","lcl","ucl","fixed","note"
"S s1 gPE c130 c1 a0 o1 t130",0.6331305,0.0186438,0.5958853,0.6688506,"     ","                    "
"p s1 gPE c130 c1 a1 o1 t131",0.3158136,0.0243278,0.2701713,0.3653072,"     ","                    "
"Psi s1 to2 gPE c130 c1 a0 o1 t130",0.3760627,0.0388587,0.3034568,0.4547001,"     ","                    "
"Psi s2 to1 gPE c130 c1 a0 o1 t130",0.4430182,0.0667964,0.3187555,0.5748467,"     ","                    "
"p s1 gPE c130 c1 a107 o107 t237",0,0,0,0,"Fixed",""
