"","estimate","se","lcl","ucl","fixed","note"
"S s1 gRO c130 c1 a0 o1 t130",0.7158913,0.1388132,0.398069,0.9056687,"     ","                    "
"p s1 gRO c130 c1 a1 o1 t131",0.0739393,0.061433,0.0135704,0.3166539,"     ","                    "
"Psi s1 to2 gRO c130 c1 a0 o1 t130",0.8618519,0.1523927,0.3367284,0.9871239,"     ","                    "
"p s1 gRO c130 c1 a107 o107 t237",0,0,0,0,"Fixed",""
