"","estimate","se","lcl","ucl","fixed","note"
"S s1 gPM c130 c1 a0 o1 t130",0.6240062,0.0225471,0.5788934,0.6670655,"     ","                    "
"p s1 gPM c130 c1 a1 o1 t131",0.2795061,0.0272075,0.2293976,0.3357905,"     ","                    "
"Psi s1 to2 gPM c130 c1 a0 o1 t130",0.4848476,0.0553196,0.3787792,0.5922987,"     ","                    "
"Psi s2 to1 gPM c130 c1 a0 o1 t130",0.3571345,0.075108,0.2263533,0.5133398,"     ","                    "
"p s1 gPM c130 c1 a107 o107 t237",0,0,0,0,"Fixed",""
