yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagina,nipples,pregnant,wgt,tag,note2,ltag,note3,note5
2006,12,343,1,1,11,681207.279,3535281.37,PB,F,,,E,P,33,0E6432,,0,,
2005,9,327,1,1,11,681207.279,3535281.37,PP,F,,,,,14,92308,*,0,,
2006,7,338,1,1,11,681207.279,3535281.37,PP,F,,,E,P,20,203B67,,0,,
2007,4,347,1,1,11,681207.279,3535281.37,PB,F,,,,,34,3E094B,*,,,
2007,3,346,1,1,11,681207.279,3535281.37,PB,M,,,,,39,794128,,,,
2007,10,353,1,1,11,681207.279,3535281.37,PB,F,,,,,31,60072A,,,,
2007,9,352,1,1,11,681207.279,3535281.37,PB,F,,,,,31,102A5F,,,,
2008,6,362,1,1,11,681207.279,3535281.37,PP,F,,,E,,14,1F6D17,*,,,
2007,12,355,1,1,11,681207.279,3535281.37,PB,F,,,,,28,102A5F,,,,
2008,3,358,1,1,11,681207.279,3535281.37,PB,M,,,,,49,436A17,*,,,
2008,6,361,1,1,11,681207.279,3535281.37,DO,M,,,,,46,4D4329,,,,
2008,4,359,1,1,11,681207.279,3535281.37,DO,M,,,,,55,4D4329,,,,
2009,3,371,1,1,11,681207.279,3535281.37,DO,M,,,,,50,3F7433,*,,,
2002,11,293,1,1,11,681207.279,3535281.37,PB,F,,,,,31,006F6A,*,0,,
2001,8,279,1,1,11,681207.279,3535281.37,PB,M,J,,,,20,4A2937,*,0,,
2002,10,292,1,1,11,681207.279,3535281.37,PP,F,,,,,17,310762,*,0,,
2000,7,266,1,1,11,681207.279,3535281.37,PB,M,,,,,20,645927,*,0,,
2001,5,276,1,1,11,681207.279,3535281.37,DM,M,,,,,48,461E1C,,0,,
2000,11,270,1,1,11,681207.279,3535281.37,PB,F,,,,,28,7A6475,,0,,
2004,10,317,1,1,11,681207.279,3535281.37,PB,M,,,,,32,757507,,0,,
2005,5,323,1,1,11,681207.279,3535281.37,DO,F,,,B,,53,6B0D62,*,0,,
2004,11,318,1,1,11,681207.279,3535281.37,PP,F,J,,,,13,0E5165,*,0,,
2004,7,314,1,1,11,681207.279,3535281.37,PB,M,J,,,,18,757507,*,0,,
2005,1,320,1,1,11,681207.279,3535281.37,PB,M,,,,,37,757507,,0,,
2003,2,296,1,1,11,681207.279,3535281.37,DO,F,,S,R,,59,0C2314,,0,,
2004,1,308,1,1,11,681207.279,3535281.37,PB,F,,,,,32,3B472B,,0,,
2002,12,294,1,1,11,681207.279,3535281.37,PB,F,,,,,22,006F6A,,0,,
2003,5,299,1,1,11,681207.279,3535281.37,PP,M,,,,,18,0D2C4B,*,0,,
2003,9,304,1,1,11,681207.279,3535281.37,PB,F,,,,,29,3D587F,*,0,,
2004,3,310,1,1,11,681207.279,3535281.37,DM,M,,,,,43,495848,*,0,,
2006,10,341,1,1,12,681213.545,3535281.561,PP,F,,,E,P,21,203B67,,0,,
2005,7,325,1,1,12,681213.545,3535281.561,PB,M,,,,,20,7B2948,*,0,,
2005,8,326,1,1,12,681213.545,3535281.561,PB,F,,,E,,29,574C39,*,0,,
2006,3,333,1,1,12,681213.545,3535281.561,DM,F,,S,,,39,,,0,,
2007,4,347,1,1,12,681213.545,3535281.561,PB,M,,,,,40,794128,,,,
2005,9,328,1,1,12,681213.545,3535281.561,PB,M,,,,,30,7B294B,,0,,
2007,9,352,1,1,12,681213.545,3535281.561,PP,F,,,,,14,470249,,,,
2008,4,359,1,1,12,681213.545,3535281.561,DM,M,,,,,38,253614,,,,
2007,5,348,1,1,12,681213.545,3535281.561,PB,F,,,E,,32,3E094B,,,,
2008,7,363,1,1,12,681213.545,3535281.561,PP,F,,,,,15,1F6D17,,,,
2007,8,351,1,1,12,681213.545,3535281.561,PB,F,,,,,30,3E094B,,,,
2008,3,358,1,1,12,681213.545,3535281.561,DO,F,,S,,,55,4A522D,,,,
2007,7,350,1,1,12,681213.545,3535281.561,DO,M,,,,,44,1E553F,,,,
2008,1,356,1,1,12,681213.545,3535281.561,PB,F,,,,,29,102A5F,,,,
2008,9,365,1,1,12,681213.545,3535281.561,PP,F,,,,,14,29023F,*,,,
2001,8,279,1,1,12,681213.545,3535281.561,PP,M,,,,,14,400D1E,*,0,,
2002,6,289,1,1,12,681213.545,3535281.561,PP,M,,,,,23,7C725D,*,0,,
2001,8,279,1,1,12,681213.545,3535281.561,DO,F,,,R,,50,725,*,0,,
2001,3,273,1,1,12,681213.545,3535281.561,PB,F,,,,,25,7A6475,,0,,
2002,10,292,1,1,12,681213.545,3535281.561,DO,M,,,,,51,460E62,,0,,
2003,5,299,1,1,12,681213.545,3535281.561,PP,F,,,,,11,0B0E73,*,0,,
2003,5,299,1,1,12,681213.545,3535281.561,PP,F,,,,P,17,2D5B0E,*,0,,
2004,8,315,1,1,12,681213.545,3535281.561,PB,M,S,,,,27,757507,,0,,
2002,12,294,1,1,12,681213.545,3535281.561,DO,M,,,,,42,460E62,,0,,D
2004,12,319,1,1,12,681213.545,3535281.561,PB,M,,,,,29,757507,,0,,
2003,9,304,1,1,12,681213.545,3535281.561,PP,M,,,,,13,613768,,0,,
2003,3,298,1,1,12,681213.545,3535281.561,DO,F,,,,,50,0C2314,,0,,
2005,1,320,1,1,12,681213.545,3535281.561,PB,F,,,,,31,165446,*,0,,
2003,8,303,1,1,12,681213.545,3535281.561,DO,M,,,,,48,1C0C75,,0,,
2007,11,354,1,1,13,681219.887,3535281.58,DO,M,,,,,50,6D5049,,,,
2007,6,349,1,1,13,681219.887,3535281.58,PB,F,,,,,19,2D507E,*,,,
2001,10,281,1,1,13,681219.887,3535281.58,PB,F,,,,,26,3B7E0C,*,0,,
2000,1,261,1,1,13,681219.887,3535281.58,PB,M,,,,,24,6053PB,*,0,,
2000,7,267,1,1,13,681219.887,3535281.58,PB,F,,,,,23,5E5F07,*,0,,
2001,8,279,1,1,13,681219.887,3535281.58,PB,M,,,,,33,3D1664,*,0,,
2001,3,274,1,1,13,681219.887,3535281.58,DM,F,,,E,,47,746222,,0,,
2002,5,288,1,1,13,681219.887,3535281.58,PP,F,,,E,,17,76160D,,0,,
2004,5,312,1,1,13,681219.887,3535281.58,PP,M,,,,,18,48434B,*,0,,
2003,3,297,1,1,13,681219.887,3535281.58,PB,M,,,,,33,7E1101,,0,,
2002,12,294,1,1,13,681219.887,3535281.58,PB,M,J,,,,14,25056D,*,0,,
2003,3,298,1,1,13,681219.887,3535281.58,PP,M,,,,,17,76142A,,0,,
2003,8,303,1,1,13,681219.887,3535281.58,PP,M,,,,,15,613768,,0,,
2008,6,361,1,1,14,681225.779,3535281.675,PB,M,,,,,45,436A17,,,,
2007,9,352,1,1,14,681225.779,3535281.675,PB,F,,,,,31,365074,,,,
2000,8,268,1,1,14,681225.779,3535281.675,PP,M,,,,,18,2D2C59,,0,,
2002,4,287,1,1,14,681225.779,3535281.675,PP,F,,,,,15,76160D,,0,,
2000,6,265,1,1,14,681225.779,3535281.675,PB,F,,,E,,28,6013PB,,0,,
2000,2,262,1,1,14,681225.779,3535281.675,PP,M,,,,,19,0120PP,,0,,
2003,6,301,1,1,14,681225.779,3535281.675,PP,M,,,,,17,6B0B79,*,0,,
2003,3,298,1,1,14,681225.779,3535281.675,PB,M,,,,,26,7E1101,,0,,
2004,4,311,1,1,14,681225.779,3535281.675,PP,F,,,,,13,6C134E,*,0,,
2006,4,335,1,1,15,681231.824,3535281.682,PP,M,,,,,23,632136,,0,,
2007,4,347,1,1,15,681231.824,3535281.682,PB,F,,,,,33,623F01,,,,
2007,3,346,1,1,15,681231.824,3535281.682,PB,F,,,,,32,623F01,*,,,
2008,3,358,1,1,15,681231.824,3535281.682,DO,M,,,,,53,4D4329,,,,
2008,2,357,1,1,15,681231.824,3535281.682,DO,F,,S,,,52,4A522D,,,,
2007,11,354,1,1,15,681231.824,3535281.682,DM,M,,,,,35,253614,*,,,
2009,4,372,1,1,15,681231.824,3535281.682,PB,M,,,,,45,436A17,,,,
2009,5,373,1,1,15,681231.824,3535281.682,PP,M,,,,,,130020,,,,E
2003,11,306,1,1,15,681231.824,3535281.682,DO,M,,,,,49,724470,*,0,,
2003,6,301,1,1,15,681231.824,3535281.682,PP,M,,,,,12,613768,*,0,,
2004,8,315,1,1,15,681231.824,3535281.682,PB,M,M,,,,28,25302E,,0,,
2006,11,342,1,1,16,681238.275,3535281.498,PP,M,,,,,17,64393E,,0,,
2008,5,360,1,1,16,681238.275,3535281.498,PB,M,,,,,45,436A17,,,,
2007,6,349,1,1,16,681238.275,3535281.498,PB,F,,,,,21,134163,*,,,
2008,6,362,1,1,16,681238.275,3535281.498,PB,M,,,,,47,436A17,,,,
2007,8,351,1,1,16,681238.275,3535281.498,PP,M,,,,,20,2C6A06,,,,
2002,5,288,1,1,16,681238.275,3535281.498,PB,M,,,,,43,5B7263,,0,,
2005,3,321,1,1,16,681238.275,3535281.498,PB,M,,,,,38,757507,,0,,
2004,11,318,1,1,16,681238.275,3535281.498,PB,M,,,,,33,757507,,0,,
2006,7,338,1,1,17,681244.224,3535281.574,DO,F,,S,,,55,441D7F,,0,,
2006,4,335,1,1,17,681244.224,3535281.574,PP,M,,,,,19,6D7B02,*,0,,
2006,3,334,1,1,17,681244.224,3535281.574,PP,M,,,,,20,632136,*,0,,
2006,9,340,1,1,17,681244.224,3535281.574,PP,M,,,,,21,2F2E7F,,0,,
2007,8,351,1,1,17,681244.224,3535281.574,PB,F,,,,,30,60072A,*,,,
2007,7,350,1,1,17,681244.224,3535281.574,PP,M,,,,,13,3D036B,*,,,
2007,9,352,1,1,17,681244.224,3535281.574,PB,F,,,,,33,60072A,,,,
2008,4,359,1,1,17,681244.224,3535281.574,PB,M,,,,,46,436A17,,,,
2007,10,353,1,1,17,681244.224,3535281.574,PB,F,,,,,29,102A5F,,,,
2008,3,358,1,1,17,681244.224,3535281.574,PB,M,,,,,41,023162,*,,,
2007,12,355,1,1,17,681244.224,3535281.574,PB,F,,,,,28,60072A,,,,
2001,10,281,1,1,17,681244.224,3535281.574,PB,F,,,,,27,6C7301,*,0,,
2000,6,265,1,1,17,681244.224,3535281.574,PP,F,,,E,,14,7142PP,*,0,,
2004,9,316,1,1,17,681244.224,3535281.574,PP,M,,,,,16,7676,*,0,,
2003,6,301,1,1,17,681244.224,3535281.574,PP,M,,,,,14,096E0A,*,0,,
2003,5,299,1,1,17,681244.224,3535281.574,PB,F,,,,,25,4C5E55,*,0,,
2006,10,341,1,1,27,681244.211,3535275.654,PP,M,,,,,16,64393E,*,0,,
2006,5,336,1,1,27,681244.211,3535275.654,PP,M,,,,,10,7E4649,*,0,,
2008,11,367,1,1,27,681244.211,3535275.654,DO,F,,,,,45,3F5F76,,,,
2002,5,288,1,1,27,681244.211,3535275.654,PB,F,,,E,,39,040D4C,*,0,,
2000,7,266,1,1,27,681244.211,3535275.654,DM,M,,,,,38,683F3B,*,0,,
2000,9,269,1,1,27,681244.211,3535275.654,PB,F,,,,,29,392E08,,0,,
2000,8,268,1,1,27,681244.211,3535275.654,DM,M,,,,,42,683F3B,,0,,
2002,4,287,1,1,27,681244.211,3535275.654,DO,M,,,,,52,460E62,,0,,
2002,6,289,1,1,27,681244.211,3535275.654,PB,F,,,E,,30,040D4C,,0,,
2000,8,268,1,1,27,681244.211,3535275.654,PB,F,,,E,,,,,0,,E
2000,7,266,1,1,27,681244.211,3535275.654,PB,F,,,E,,30,392E08,*,0,,
2003,5,300,1,1,27,681244.211,3535275.654,PB,F,,,,,18,137072,*,0,,
2003,11,306,1,1,27,681244.211,3535275.654,PB,F,,,,,27,4C5E55,,0,,
2005,11,329,1,1,26,681238.149,3535275.651,DM,F,J,,,,35,191B5C,*,0,,
2002,7,290,1,1,26,681238.149,3535275.651,DM,M,,,,,50,76614,,0,,
2000,12,271,1,1,26,681238.149,3535275.651,PB,F,,,,,25,5E5F07,,0,,
2004,5,312,1,1,26,681238.149,3535275.651,PP,F,,,,P,21,6C134E,,0,,
2002,7,290,1,1,25,681231.759,3535275.599,PB,M,,,,,44,5B7263,,0,,
2000,7,267,1,1,25,681231.759,3535275.599,PP,F,J,,,,13,18405C,*,0,,
2000,2,262,1,1,25,681231.759,3535275.599,PB,F,,,E,,27,6053PB,*,0,,
2002,11,293,1,1,25,681231.759,3535275.599,PP,F,,,E,,18,707B63,*,0,,
2003,7,302,1,1,25,681231.759,3535275.599,PP,M,,,,,16,395822,*,0,,
2003,8,303,1,1,25,681231.759,3535275.599,PP,M,,,,,19,471C46,,0,,
2005,8,326,1,1,24,681225.799,3535275.502,PP,M,,,,,16,7B3C0C,*,0,,
2007,4,347,1,1,24,681225.799,3535275.502,PB,M,,,,,37,186731,,,,
2007,7,350,1,1,24,681225.799,3535275.502,PB,F,,,,,30,365074,,,,
2007,8,351,1,1,24,681225.799,3535275.502,PB,F,,,,,29,365074,,,,
2008,5,360,1,1,24,681225.799,3535275.502,DM,M,,,,,36,253614,,,,
2008,6,362,1,1,24,681225.799,3535275.502,PB,F,,,,,32,554F6F,,,,
2009,7,375,1,1,24,681225.799,3535275.502,PB,F,J,,,,17,011934,,,,
2009,3,371,1,1,24,681225.799,3535275.502,PP,M,,,,,15,2E490E,,,,
2009,4,372,1,1,24,681225.799,3535275.502,PP,F,,,,,15,545A78,*,,,
2002,5,288,1,1,24,681225.799,3535275.502,PP,M,,,,,15,6E6A38,,0,,
2000,11,270,1,1,24,681225.799,3535275.502,DM,M,,,,,41,680441,,0,,
2000,8,268,1,1,24,681225.799,3535275.502,PB,F,,,,,25,5E5F07,,0,,
2004,6,313,1,1,24,681225.799,3535275.502,PP,M,J,,,,13,0F7D24,*,0,,
2004,5,312,1,1,24,681225.799,3535275.502,PP,M,,,,,18,613768,,0,,
2004,4,311,1,1,24,681225.799,3535275.502,PP,M,,,,,11,613768,,0,,
2003,8,303,1,1,24,681225.799,3535275.502,DM,M,,,,,36,5D0735,,0,,
2007,1,344,1,1,23,681219.845,3535275.802,PB,M,,,,,35,753A51,*,,,
2006,11,342,1,1,23,681219.845,3535275.802,PP,M,,,,,19,194C56,*,0,,
2005,9,327,1,1,23,681219.845,3535275.802,PB,M,,,,,30,7B294B,,0,,
2007,2,345,1,1,23,681219.845,3535275.802,PB,M,,,,,25,5E7B6E,*,,,
2007,6,349,1,1,23,681219.845,3535275.802,PB,F,,,,,29,365074,,,,
2008,8,364,1,1,23,681219.845,3535275.802,PP,F,,,,,,1F6D17,,,,
2008,1,356,1,1,23,681219.845,3535275.802,PB,F,,,,,30,365074,,,,
2008,6,362,1,1,23,681219.845,3535275.802,DM,M,,,,,36,253614,,,,
2007,12,355,1,1,23,681219.845,3535275.802,DO,M,,,,,48,6D5049,,,,
2001,10,281,1,1,23,681219.845,3535275.802,PB,F,,,,,30,4B1C10,*,0,,
2002,5,288,1,1,23,681219.845,3535275.802,DM,M,,,,,47,76614,,0,,
2000,1,261,1,1,23,681219.845,3535275.802,PP,M,,,,,16,5123PP,*,0,,
2001,1,272,1,1,23,681219.845,3535275.802,PB,F,,,,,25,7A6475,,0,,
2000,3,263,1,1,23,681219.845,3535275.802,PP,F,,,,P,34,6053PP,,0,,
2002,4,287,1,1,23,681219.845,3535275.802,PB,M,,,,,40,5B7263,,0,,
2001,4,275,1,1,23,681219.845,3535275.802,PB,F,,,,,30,7A6475,,0,,
2004,8,315,1,1,23,681219.845,3535275.802,PP,M,,,,,14,6F7A52,*,0,,
2003,3,298,1,1,23,681219.845,3535275.802,PB,F,,,,,30,006F6A,,0,,
2007,2,345,1,1,22,681213.715,3535275.366,PB,M,,,,,37,794128,*,,,
2005,6,324,1,1,22,681213.715,3535275.366,DO,M,,,,,52,125935,,0,,
2005,12,330,1,1,22,681213.715,3535275.366,DO,M,,M,,,49,7E7929,*,0,,
2005,8,326,1,1,22,681213.715,3535275.366,PB,F,,,E,,36,69072B,,0,,
2006,9,340,1,1,22,681213.715,3535275.366,PP,F,,,E,,20,203B67,,0,,
2005,9,328,1,1,22,681213.715,3535275.366,PB,F,,,,,35,69072B,,0,,
2007,8,351,1,1,22,681213.715,3535275.366,PB,F,,,,,27,2D507E,,,,
2008,6,361,1,1,22,681213.715,3535275.366,DO,F,,,,,50,4A522D,,,,
2008,2,357,1,1,22,681213.715,3535275.366,DO,M,,,,,53,4D4329,*,,,
2008,1,356,1,1,22,681213.715,3535275.366,DM,M,,,,,38,253614,,,,
2007,7,350,1,1,22,681213.715,3535275.366,PP,F,,,,,17,470249,*,,,
2007,10,353,1,1,22,681213.715,3535275.366,DO,M,,,,,49,6D5049,,,,
2007,6,349,1,1,22,681213.715,3535275.366,PB,F,,,,,21,34633B,*,,,
2009,3,371,1,1,22,681213.715,3535275.366,PP,M,,,,,14,601B06,*,,,
2009,5,373,1,1,22,681213.715,3535275.366,DO,F,,,,,36,166D3B,,,,
2009,7,375,1,1,22,681213.715,3535275.366,PP,F,,,E,,14,1F6D17,,,,
2002,6,289,1,1,22,681213.715,3535275.366,PP,F,,,,,11,7D010C,*,0,,
2000,3,263,1,1,22,681213.715,3535275.366,PB,F,,,B,,31,6052PB,,0,,
2002,2,285,1,1,22,681213.715,3535275.366,DO,M,,,,,40,460E62,,0,,
2000,12,271,1,1,22,681213.715,3535275.366,PB,F,,,,,26,7A6475,,0,,
2001,10,281,1,1,22,681213.715,3535275.366,PB,F,,,,,31,4B3355,,0,,D
2003,7,302,1,1,22,681213.715,3535275.366,DO,M,,,,,46,1C0C75,*,0,,
2006,10,341,1,1,21,681207.087,3535275.669,PB,F,,,,,30,0E6432,*,0,,
2006,9,340,1,1,21,681207.087,3535275.669,PP,F,J,,,,16,344E4D,*,0,,
2007,4,347,1,1,21,681207.087,3535275.669,PP,F,,,,,20,203B67,,,,
2005,9,328,1,1,21,681207.087,3535275.669,PP,F,,,,,19,92308,,0,,
2005,9,327,1,1,21,681207.087,3535275.669,PB,F,,,,,27,57651A,,0,,
2008,7,363,1,1,21,681207.087,3535275.669,PB,F,,,,,31,554F6F,,,,
2007,11,354,1,1,21,681207.087,3535275.669,PB,F,,,,,30,102A5F,,,,
2007,8,351,1,1,21,681207.087,3535275.669,PB,F,,,,,29,702D24,*,,,
2007,12,355,1,1,21,681207.087,3535275.669,PB,F,,,,,30,554F6F,*,,,
2008,6,362,1,1,21,681207.087,3535275.669,DO,M,,,,,50,4D4329,,,,
2007,6,349,1,1,21,681207.087,3535275.669,PB,F,,,,,,102A5F,*,,,E
2009,5,373,1,1,21,681207.087,3535275.669,PP,M,,,,,17,580461,*,,,
2009,6,374,1,1,21,681207.087,3535275.669,DO,F,,,,,37,166D3B,,,,
2002,5,288,1,1,21,681207.087,3535275.669,DO,M,,,,,52,423C18,,0,,
2002,10,292,1,1,21,681207.087,3535275.669,PB,F,,,E,,28,190508,*,0,,
2000,7,267,1,1,21,681207.087,3535275.669,PB,F,,,,,25,7A6475,*,0,,
2000,9,269,1,1,21,681207.087,3535275.669,PB,F,,,,,26,7A6475,,0,,
2002,7,290,1,1,21,681207.087,3535275.669,PP,F,,,,,15,666F56,*,0,,
2004,6,313,1,1,21,681207.087,3535275.669,PP,M,J,,,,12,455C7E,*,0,,
2005,1,320,1,1,21,681207.087,3535275.669,PB,F,,,,,30,69072B,,0,,
2003,11,306,1,1,21,681207.087,3535275.669,PP,F,,,,,14,606D58,,0,,
2003,8,303,1,1,21,681207.087,3535275.669,PP,F,,,,,17,6B0B79,,0,,
2003,7,302,1,1,21,681207.087,3535275.669,PP,M,,,,,18,471C46,,0,,
2006,1,332,1,1,31,681207.319,3535269.088,DO,F,,,,,28,111B2A,*,0,,
2005,11,329,1,1,31,681207.319,3535269.088,PB,F,,,,,35,69072B,,0,,
2005,9,327,1,1,31,681207.319,3535269.088,PP,M,,,,,17,7B3C0C,,0,,
2006,12,343,1,1,31,681207.319,3535269.088,PP,M,,,,,18,194C56,,0,,
2008,5,360,1,1,31,681207.319,3535269.088,DO,M,,,,,45,456F69,,,,
2007,9,352,1,1,31,681207.319,3535269.088,PB,F,,,,,28,513B5C,*,,,
2008,6,361,1,1,31,681207.319,3535269.088,PB,F,,,,,30,554F6F,,,,
2007,11,354,1,1,31,681207.319,3535269.088,PB,F,,,,,31,12364C,,,,
2008,4,359,1,1,31,681207.319,3535269.088,PB,F,,,,,31,554F6F,,,,
2007,5,348,1,1,31,681207.319,3535269.088,PB,F,,,E,,30,737710,*,,,
2007,7,350,1,1,31,681207.319,3535269.088,PB,F,,,,,34,12364C,*,,,
2001,3,274,1,1,31,681207.319,3535269.088,PB,F,,,,,29,7A6475,,0,,
2000,7,266,1,1,31,681207.319,3535269.088,PP,F,,,E,,14,7142PP,,0,,
2001,8,279,1,1,31,681207.319,3535269.088,PB,F,,,E,,34,4B3355,*,0,,
2000,3,263,1,1,31,681207.319,3535269.088,DO,F,,P,B,,46,533,,0,,
2000,12,271,1,1,31,681207.319,3535269.088,PB,M,,,,,46,6B653D,,0,,
2000,4,264,1,1,31,681207.319,3535269.088,PB,F,,,B,,35,6050PB,,0,,
2002,3,286,1,1,31,681207.319,3535269.088,DO,M,,,,,52,423C18,*,0,,
2000,7,267,1,1,31,681207.319,3535269.088,PP,M,,,,,13,6E073D,*,0,,
2005,4,322,1,1,31,681207.319,3535269.088,PB,F,,,B,,37,69072B,,0,,
2004,8,315,1,1,31,681207.319,3535269.088,PB,F,,,,,35,69072B,,0,,
2003,6,301,1,1,31,681207.319,3535269.088,PP,M,,,,,19,471C46,,0,,
2004,9,316,1,1,31,681207.319,3535269.088,PB,F,,,B,,33,69072B,,0,,
2004,11,318,1,1,31,681207.319,3535269.088,PB,F,,,,,33,69072B,,0,,
2003,7,302,1,1,31,681207.319,3535269.088,PP,F,,,,,14,2D7446,*,0,,
2003,3,297,1,1,31,681207.319,3535269.088,PP,M,,,,,16,471C46,,0,,
2006,3,334,1,1,32,681213.662,3535268.777,DO,F,,S,,,36,111B2A,,0,,
2005,7,325,1,1,32,681213.662,3535268.777,PP,M,,,,,18,545D41,*,0,,
2006,7,338,1,1,32,681213.662,3535268.777,PB,F,J,,,,23,4C2D55,*,0,,
2007,11,354,1,1,32,681213.662,3535268.777,DO,M,,,,,44,1E553F,,,,
2007,9,352,1,1,32,681213.662,3535268.777,PB,F,,,,,32,12364C,,,,
2007,6,349,1,1,32,681213.662,3535268.777,DO,M,,,,,43,1E553F,*,,,
2007,8,351,1,1,32,681213.662,3535268.777,DO,M,,,,,45,1E553F,,,,
2008,5,360,1,1,32,681213.662,3535268.777,DO,M,,,,,50,4D4329,,,,
2008,7,363,1,1,32,681213.662,3535268.777,DM,M,,,,,39,253614,,,,
2009,6,374,1,1,32,681213.662,3535268.777,PP,F,,,E,,14,470249,,,,
2009,4,372,1,1,32,681213.662,3535268.777,DO,F,,,,,32,166D3B,*,,,
2001,3,273,1,1,32,681213.662,3535268.777,PB,M,,,,,36,6B653D,,0,,D
2002,7,290,1,1,32,681213.662,3535268.777,PP,F,,,,,15,7D010C,,0,,
2005,5,323,1,1,32,681213.662,3535268.777,PP,M,,,,,21,203134,*,0,,
2003,7,302,1,1,32,681213.662,3535268.777,PB,M,,,,,37,472E0F,*,0,,
2004,6,313,1,1,32,681213.662,3535268.777,PP,F,,,E,P,21,6C134E,,0,,
2002,12,294,1,1,32,681213.662,3535268.777,DO,F,,,,,24,18334F,*,0,,
2004,7,314,1,1,32,681213.662,3535268.777,PP,M,J,,,,12,503D40,*,0,,
2004,10,317,1,1,32,681213.662,3535268.777,PP,M,,,,,15,6F7A52,,0,,
2003,5,299,1,1,32,681213.662,3535268.777,PP,F,,,,P,15,121C40,,0,,
2003,3,298,1,1,32,681213.662,3535268.777,DO,M,,,,,44,0A026D,,0,,
2005,11,329,1,1,33,681219.906,3535269.201,PP,M,,,,,17,7B3C0C,,0,,
2005,8,326,1,1,33,681219.906,3535269.201,PP,F,,,E,,13,753857,*,0,,
2005,9,328,1,1,33,681219.906,3535269.201,PP,M,,,,,17,7B3C0C,,0,,
2005,9,327,1,1,33,681219.906,3535269.201,PP,F,,,,,14,753857,,0,,
2006,1,332,1,1,33,681219.906,3535269.201,DO,M,,,,,28,1A5721,*,0,,
2007,5,348,1,1,33,681219.906,3535269.201,PB,F,,,,,25,365074,*,,,
2007,9,352,1,1,33,681219.906,3535269.201,PP,F,,,,,12,597439,*,,,
2008,5,360,1,1,33,681219.906,3535269.201,PP,M,,,,,22,4B0811,*,,,
2007,11,354,1,1,33,681219.906,3535269.201,PB,F,,,,,34,365074,,,,
2008,9,365,1,1,33,681219.906,3535269.201,PB,M,,,,,40,331542,,,,
2002,10,292,1,1,33,681219.906,3535269.201,PP,F,,,E,,17,324A17,*,0,,
2000,11,270,1,1,33,681219.906,3535269.201,PB,M,,,,,46,6B653D,,0,,
2002,7,290,1,1,33,681219.906,3535269.201,PP,F,,,,,16,1D341F,*,0,,
2000,1,261,1,1,33,681219.906,3535269.201,PB,M,,,,,27,6052PB,*,0,,
2003,3,297,1,1,33,681219.906,3535269.201,PF,F,,,,,7,3E2308,*,0,,
2004,9,316,1,1,33,681219.906,3535269.201,PP,M,,,,,13,6F7A52,,0,,
2004,12,319,1,1,33,681219.906,3535269.201,PP,F,,,,,13,0E5165,*,0,,
2003,6,301,1,1,33,681219.906,3535269.201,PF,M,,,,,10,475257,*,0,,
2003,3,298,1,1,33,681219.906,3535269.201,PP,M,,,,,15,471C46,,0,,
2004,4,311,1,1,33,681219.906,3535269.201,PP,M,,,,,12,471C46,,0,,
2006,9,340,1,1,34,681225.905,3535269.238,PP,F,,,E,P,19,091C16,*,0,,
2007,3,346,1,1,34,681225.905,3535269.238,PP,M,,,,,20,64393E,,,,
2005,8,326,1,1,34,681225.905,3535269.238,PB,M,,,,,33,24264B,*,0,,
2007,2,345,1,1,34,681225.905,3535269.238,DO,F,,,E,,55,5D6F2F,,,,
2007,6,349,1,1,34,681225.905,3535269.238,PB,F,,,,,28,1E7135,*,,,
2008,6,361,1,1,34,681225.905,3535269.238,DO,M,,,,,44,1E553F,,,,
2008,1,356,1,1,34,681225.905,3535269.238,DO,M,,,,,49,1E553F,,,,
2008,5,360,1,1,34,681225.905,3535269.238,PP,M,,,,,20,2A1E23,*,,,
2007,8,351,1,1,34,681225.905,3535269.238,DO,M,,,,,51,6D5049,,,,
2002,6,289,1,1,34,681225.905,3535269.238,DM,F,,,R,,45,295E60,,0,,
2000,8,268,1,1,34,681225.905,3535269.238,PP,F,,,E,,31,6013PP,,0,,
2001,9,280,1,1,34,681225.905,3535269.238,PB,M,,,,,43,37062A,,0,,
2000,12,271,1,1,34,681225.905,3535269.238,DM,M,,,,,43,7A1007,*,0,,
2001,8,279,1,1,34,681225.905,3535269.238,PP,M,,,,,16,090C76,*,0,,
2000,7,266,1,1,34,681225.905,3535269.238,PP,F,,,E,,,0021PP,,0,,
2000,4,264,1,1,34,681225.905,3535269.238,PP,F,,,B,,29,6013PP,,0,,
2002,5,288,1,1,34,681225.905,3535269.238,DM,F,,,,,35,295E60,,0,,
2003,5,300,1,1,34,681225.905,3535269.238,PP,F,,,E,,14,121C40,,0,,
2003,5,299,1,1,34,681225.905,3535269.238,PP,M,,,,,14,471C46,,0,,
2003,3,298,1,1,34,681225.905,3535269.238,DO,F,,,,P,51,4E7B72,,0,,
2003,7,302,1,1,34,681225.905,3535269.238,PP,M,,,,,13,6B0B79,,0,,
2003,9,304,1,1,34,681225.905,3535269.238,PP,F,,,,,16,6B0B79,,0,,
2004,7,314,1,1,34,681225.905,3535269.238,PB,M,J,,,,20,25302E,*,0,,
2007,4,347,1,1,35,681231.865,3535269.345,PB,F,,,E,,40,3C377B,,,,
2005,6,324,1,1,35,681231.865,3535269.345,PB,F,,,,P,38,505021,*,0,,
2007,2,345,1,1,35,681231.865,3535269.345,PP,F,,,,,15,07634E,*,,,
