yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagina,nipples,pregnant,wgt,tag,note2,ltag,note3,note5
2000,11,270,2,20,21,681458.925,3534999.45,NAO,F,,,E,,158,0D4259,*,0,,
2001,6,277,2,20,21,681458.925,3534999.45,NAO,F,,,,,168,658,*,0,,
2008,9,365,2,20,21,681458.925,3534999.45,NAO,F,,,,,114,974,*,975,*,
2007,8,351,2,20,21,681458.925,3534999.45,NAO,F,,,,E,188,483101,*,,,
2003,3,297,2,20,21,681458.925,3534999.45,NAO,F,,,,,137,3E4251,,0,,
2008,2,357,2,20,21,681458.925,3534999.45,NAO,F,,,,,138,924,,925,,
2005,5,323,2,20,21,681458.925,3534999.45,NAO,F,,,E,,202,6B4F5F,,0,,
2007,7,350,2,20,21,681458.925,3534999.45,NAO,F,,,,,120,086A04,*,,,
2006,5,336,2,20,21,681458.925,3534999.45,NAO,F,,,E,,174,68655A,,0,,
2008,1,356,2,20,21,681458.925,3534999.45,NAO,F,,,,,132,924,,925,,
2008,5,360,2,20,21,681458.925,3534999.45,NAO,M,,,,,92,911,*,912,*,
2007,10,353,2,20,21,681458.925,3534999.45,NAO,,,,,,172,483101,,,,E
2001,11,282,2,20,31,681459.319,3534993.275,NAO,F,,,,,186,658,,0,,
2003,5,300,2,20,31,681459.319,3534993.275,NAO,F,,,E,,151,658,,0,,
2007,10,353,2,20,31,681459.319,3534993.275,NAO,F,,,,,82,924,*,925,*,
2000,3,263,2,20,31,681459.319,3534993.275,NAO,F,,,E,,208,576,,0,,
2003,7,302,2,20,51,681460.319,3534980.755,NAO,F,,,,,143,6B4F5F,*,0,,
2008,6,361,2,20,53,681472.697,3534981.291,NAO,F,,,,,170,926,*,925,*,
2008,10,366,2,20,57,681497.746,3534981.771,NAO,F,,,,,144,974,,,,
2002,5,288,2,20,66,681492.105,3534975.249,NAO,F,,,,,171,658,,0,,
2009,2,370,2,20,63,681473.41,3534974.475,NAO,F,,,E,,190,483101,,,,
2007,6,349,2,20,61,681460.814,3534973.663,NAO,,,,,,,,,,,
2007,10,353,1,1,14,681225.779,3535281.675,SF,M,,,,,60,7B701C,*,,,
2007,10,353,1,1,15,681231.824,3535281.682,SF,F,,,,,84,237A5A,*,,,
2007,11,354,1,1,26,681238.149,3535275.651,SF,M,,,,,110,043C2A,,,,
2008,9,365,1,1,26,681238.149,3535275.651,SF,F,,,,,122,6F6761,,,,
2008,8,364,1,1,25,681231.759,3535275.599,SF,F,,,,,122,6F6761,*,,,
2007,10,353,1,1,25,681231.759,3535275.599,SF,M,,,,,52,4C0613,*,,,
2007,12,355,1,2,34,681301.497,3535271.386,SF,F,,,,,90,40594B,*,,,
2003,6,301,1,2,41,681282.798,3535263.925,SF,F,,,,,74,701E33,*,0,,
2003,3,298,1,2,55,681307.359,3535258.498,SF,M,,,,,66,96375,*,0,,
2008,1,356,2,3,17,681394.341,3535286.908,SF,M,,,,,49,513D72,*,,,
2008,3,358,2,3,17,681394.341,3535286.908,SF,M,,,,,100,322679,,,,
2008,2,357,2,3,17,681394.341,3535286.908,SF,M,,,,,90,322679,,,,
2008,3,358,2,3,27,681394.178,3535280.41,SF,M,,,,,112,2A664A,*,,,
2008,6,362,2,3,27,681394.178,3535280.41,SF,F,,,,,64,4F262A,,,,
2008,5,360,2,3,27,681394.178,3535280.41,SF,M,,,,,102,2A664A,,,,
2008,6,361,2,3,26,681387.271,3535280.425,SF,F,,,,,55,004A5A,,,,
2007,10,353,2,3,33,681368.994,3535273.542,SF,F,J,,,,25,004A5A,*,,,
2008,5,360,2,3,36,681387.977,3535274.163,SF,F,,,,,55,004A5A,,,,
2007,11,354,2,3,47,681394.977,3535268.227,SF,M,,,,,90,322679,,,,
2007,10,353,2,3,47,681394.977,3535268.227,SF,F,,,,,74,1E2401,*,,,
2008,5,360,2,3,45,681382.155,3535267.596,SF,M,,,,,63,255510,,,,D
2008,2,357,2,3,52,681363.302,3535261.027,SF,F,,,,,80,7C700D,*,,,
2007,12,355,2,3,52,681363.302,3535261.027,SF,F,,,,,45,2F1627,*,,,
2008,2,357,2,3,52,681363.302,3535261.027,SF,F,,,,,60,067E6E,*,,,
2008,4,359,2,3,53,681369.228,3535261.322,SF,M,,,,,54,255510,*,,,
2003,5,299,2,3,57,681394.635,3535262.485,SF,M,,,,,68,39605C,*,0,,
2008,4,359,2,3,57,681394.635,3535262.485,SF,F,,,,,45,180054,*,,,
2007,10,353,2,3,57,681394.635,3535262.485,SF,M,,,,,78,322679,*,,,
2007,12,355,2,3,57,681394.635,3535262.485,SF,F,,,,,70,1E2401,,,,
2008,5,360,2,3,57,681394.635,3535262.485,SF,F,,,,,65,4F262A,,,,
2008,6,361,2,3,57,681394.635,3535262.485,SF,M,,,,,94,2A664A,,,,
2008,7,363,2,3,67,681395.043,3535255.542,SF,F,,,,,68,004A5A,,,,
2008,2,357,2,3,64,681376.021,3535254.446,SF,F,,,,,49,535F63,*,,,
2008,3,358,2,3,75,681382.644,3535248.39,SF,F,,,,,58,4F262A,*,,,
2007,11,354,2,3,77,681395.156,3535249.083,SF,F,,,,,78,1E2401,,,,
2003,5,299,1,4,11,681431.93,3535287.657,SF,F,,,,,90,713819,*,0,,
2003,5,300,1,4,13,681444.541,3535287.926,SF,M,J,,,,28,6B215E,*,0,,
2003,5,300,1,4,14,681450.726,3535287.943,SF,F,,,,,86,713819,,0,,
2008,4,359,1,4,14,681450.726,3535287.943,SF,M,,,,,90,322679,,,,
2008,6,361,1,4,14,681450.726,3535287.943,SF,F,,,,,70,3A3D0C,,,,
2003,3,297,1,4,17,681469.813,3535288.502,SF,F,,,,P,91,363202,*,0,,
2003,3,298,1,4,17,681469.813,3535288.502,SF,F,,,,,76,363202,,0,,
2003,7,302,1,4,17,681469.813,3535288.502,SF,M,,,,,59,316D74,*,0,,
2003,3,298,1,4,26,681463.314,3535281.593,SF,M,,,,,97,290260,*,0,,
2008,5,360,1,4,25,681457.324,3535281.577,SF,F,,,,,62,3A3D0C,*,,,
2008,5,360,1,4,24,681450.84,3535281.288,SF,M,,,,,72,26205E,*,,,
2007,9,352,1,4,47,681470.489,3535269.438,SF,M,,,,,94,3B6230,*,,,
2007,10,353,1,4,51,681432.771,3535262.237,SF,F,,,,,44,032325,*,,,
2007,9,352,1,4,56,681463.976,3535263.124,SF,M,,,,,72,206959,*,,,
2007,12,355,1,4,75,681458.373,3535250.487,SF,F,,,,,41,4B3F50,*,,,
2007,9,352,1,4,77,681471.263,3535250.836,SF,F,,,,,85,3C090D,*,,,
2008,6,361,3,5,16,681538.955,3535298.178,SF,,,,,,70,,,,,R
2008,4,359,3,5,17,681545.857,3535298.213,SF,M,,,,,65,,,,,R
2008,1,356,3,5,25,681533.109,3535291.053,SF,F,,,,,43,1B6C26,,,,R
2007,12,355,3,5,35,681533.405,3535285.087,SF,M,,,,,54,,,,,R
2007,9,352,3,5,47,681546.477,3535279.19,SF,F,,,,,124,,,,,R
2008,1,356,3,5,73,681520.967,3535259.28,SF,F,,,,,71,,,,,R
2007,11,354,3,5,76,681539.909,3535260.021,SF,M,,,,,65,,,,,R
2008,2,357,3,5,77,681546.502,3535260.344,SF,M,,,,,78,,,,,R
2008,1,356,3,5,77,681546.502,3535260.344,SF,F,,,,,50,,,,,R
2007,12,355,2,6,27,681621.051,3535303.571,SF,F,,,,,98,1B2477,*,,,
2007,9,352,2,6,37,681620.934,3535297.511,SF,M,J,,,,39,4C3621,*,,,
2007,11,354,2,6,71,681582.858,3535271.198,SF,F,J,,,,30,1B6C26,*,,,
2007,8,351,3,24,14,681704.329,3535257.343,SF,M,,,,,84,,,,,R
2008,5,360,3,24,15,681710.667,3535257.747,SF,M,,,,,67,,,,,R
2007,12,355,3,24,27,681723.706,3535252.232,SF,F,,,,,44,,,,,R
2007,10,353,3,24,26,681717.313,3535251.781,SF,M,,,,,100,,,,,R
2008,6,361,3,24,47,681724.067,3535240.025,SF,F,,,,,62,,,,,R
2008,2,357,3,24,57,681724.239,3535233.944,SF,,,,,,,,,,,R
2008,2,357,3,24,65,681711.994,3535226.89,SF,F,,,,,100,,,,,R
2007,5,348,1,8,14,681331.677,3535172.738,SF,M,,,,,78,,,,,
2008,8,364,1,8,15,681338.01,3535173.061,SF,F,,,,P,160,61132A,,,,
2003,5,299,1,8,15,681338.01,3535173.061,SF,F,,,,,76,720568,,0,,
2008,1,356,1,8,17,681350.481,3535173.496,SF,F,,,,,38,2B1E6D,*,,,
2008,4,359,1,8,17,681350.481,3535173.496,SF,M,,,,,62,2B1E6D,,,,
2003,3,298,1,8,25,681338.201,3535166.841,SF,M,,,,,75,123C43,,0,,
2007,12,355,1,8,23,681325.968,3535166.481,SF,M,,,,,42,655867,*,,,
2003,3,297,1,8,23,681325.968,3535166.481,SF,M,,,,,68,123C43,,0,,
2003,3,297,1,8,23,681325.968,3535166.481,SF,F,,,,,52,720568,,0,,
2007,10,353,1,8,23,681325.968,3535166.481,SF,M,,,,,78,763044,*,,,
2007,6,349,1,8,22,681319.265,3535166.41,SF,F,,,,,80,0D226C,*,,,
2008,6,361,1,8,31,681313.53,3535159.413,SF,M,,,,,60,08311B,,,,
2008,11,367,1,8,47,681351.231,3535153.908,SF,M,,,,,61,3B1539,*,,,
2007,11,354,1,8,57,681351.459,3535147.876,SF,M,,,,,45,342208,*,,,
2008,5,360,1,8,57,681351.459,3535147.876,SF,,,,,,62,,,,,E
2007,10,353,1,8,73,681327.005,3535134.145,SF,F,,,,,88,181233,*,,,
2007,6,349,1,8,77,681352.023,3535135.638,SF,M,,,,,120,153722,*,,,
2003,7,302,1,9,11,681388.853,3535173.341,SF,F,,,,,82,701E33,,0,,
2008,2,357,1,9,14,681407.593,3535172.982,SF,F,,,,,42,2D5A65,*,,,
2007,9,352,1,9,17,681427.418,3535173.312,SF,F,,,,,114,0A351D,*,,,
2008,3,358,1,9,25,681414.211,3535166.796,SF,F,,,,,45,4D4D67,*,,,
2008,1,356,1,9,25,681414.211,3535166.796,SF,F,,,,,82,7B1C6C,*,,,
2003,6,301,1,9,25,681414.211,3535166.796,SF,F,,,,,70,4F3D74,,0,,
2007,12,355,1,9,25,681414.211,3535166.796,SF,F,,,,,68,4D4F54,*,,,
2007,11,354,1,9,25,681414.211,3535166.796,SF,M,,,,,58,6D1E46,*,,,
2003,7,302,1,9,21,681389.06,3535166.546,SF,M,,,,,89,96375,,0,,
2008,6,362,1,9,31,681389.18,3535159.976,SF,F,,,,,53,61132A,*,,,
2007,5,348,1,9,34,681407.766,3535160.433,SF,M,,,,,122,,*,,,
2002,12,295,1,9,35,681414.404,3535160.789,SF,,,,,,36,4F3D74,*,0,,
2007,11,354,1,9,43,681401.737,3535154.559,SF,M,,,,,64,43351E,*,,,
2007,10,353,1,9,54,681408.32,3535148.18,SF,F,,,,,98,0A351D,,,,
2007,11,354,1,9,65,681414.68,3535142.22,SF,F,,,,,36,1A1A76,,,,
2007,11,354,1,9,64,681408.186,3535142.007,SF,M,,,,,55,5C2407,*,,,
2007,10,353,1,9,63,681402.004,3535141.85,SF,M,J,,,,20,1A1A76,*,,,
2007,7,350,1,9,71,681389.746,3535135.123,SF,M,,,,,52,0B7951,*,,,
2007,10,353,1,9,76,681421.26,3535135.067,SF,M,,,,,50,292405,*,,,
2002,12,295,1,11,11,681539.359,3535197.463,SF,F,,,,,,,,0,,
2003,3,298,1,11,14,681558.124,3535198.301,SF,F,,,,,83,7F6822,*,0,,
2002,12,294,1,11,47,681577.775,3535180.082,SF,F,,,,,82,764365,*,0,,
2002,11,293,1,12,47,681652.335,3535196.674,SF,M,,,,,92,100449,*,0,,
2007,7,350,1,12,57,681652.362,3535190.224,SF,M,,,,,72,043C2A,*,,,
2002,12,295,2,19,17,681709.226,3535132.899,SF,M,,,,,45,353527,*,0,,
2008,2,357,3,23,14,681697.51,3535056.182,SF,M,,,,,60,,,,,R
2007,9,352,1,22,16,681639.056,3535021.488,SF,M,,,,,52,162F5B,,,,
2008,5,360,1,22,16,681639.056,3535021.488,SF,M,,,,,88,53761C,,,,
2009,4,372,1,22,17,681645.167,3535021.5,SF,M,,,,,65,77356F,,,,
2008,6,361,1,22,17,681645.167,3535021.5,SF,F,,,,,74,264344,*,,,
2008,7,363,1,22,17,681645.167,3535021.5,SF,M,,,,,96,53761C,,,,
2008,2,357,1,22,17,681645.167,3535021.5,SF,M,,,,,43,120F02,,,,
2007,9,352,1,22,27,681645.2,3535015.157,SF,F,,,,P,43,5B706F,*,,,
2008,6,362,1,22,27,681645.2,3535015.157,SF,M,,,,,94,53761C,,,,
2008,1,356,1,22,46,681639.603,3535003.055,SF,F,J,,,,32,515154,*,,,
2007,9,352,1,22,45,681633.094,3535002.891,SF,M,,,,,78,53761C,*,,,
2008,2,357,1,22,52,681614.411,3534995.776,SF,F,,,,,38,515154,,,,
2008,2,357,1,22,54,681626.927,3534996.108,SF,F,,,,,52,24520E,*,,,
2007,12,355,1,22,56,681639.402,3534996.428,SF,F,,,,,45,120F02,*,,,
2003,3,297,1,22,73,681621.141,3534983.14,SF,F,,,,,58,463B26,,0,,
2007,10,353,1,22,75,681633.505,3534983.957,SF,F,,,,,82,000137,*,,,
2002,12,295,1,22,76,681639.688,3534984.119,SF,M,,,,,50,463B26,*,0,,
2008,1,356,1,22,76,681639.688,3534984.119,SF,M,,,,,42,2A363C,*,,,
2007,11,354,2,18,47,681643.14,3535076.871,SF,M,,,,,80,284D0E,,,,
2007,11,354,2,18,46,681637.062,3535076.825,SF,F,,,,,92,751323,,,,
2008,5,360,2,18,46,681637.062,3535076.825,SF,F,,,,,50,,,,,E
2007,12,355,2,18,46,681637.062,3535076.825,SF,M,,,,,74,284D0E,,,,
2007,10,353,2,18,57,681643.309,3535070.835,SF,M,,,,,92,284D0E,,,,
2008,4,359,2,18,57,681643.309,3535070.835,SF,F,,,,,42,515154,,,,
2007,12,355,2,18,57,681643.309,3535070.835,SF,F,,,,,55,4F664C,*,,,
2007,10,353,2,18,71,681606.168,3535056.503,SF,F,,,,,90,751323,*,,,
2007,9,352,2,18,77,681643.499,3535058.507,SF,M,,,,,92,284D0E,*,,,
2009,4,372,1,17,15,681554.961,3535093.222,SF,F,,,,,70,731A5C,,,,
2007,10,353,1,17,17,681567.524,3535094.186,SF,,J,,,,18,055802,*,,,
2008,2,357,1,17,17,681567.524,3535094.186,SF,M,,,,,50,4B3239,*,,,
2008,3,358,1,17,27,681567.436,3535087.605,SF,M,,,,,53,4B3239,,,,
2009,5,373,1,17,26,681561.406,3535087.247,SF,F,,,,,79,731A5C,,,,
2007,10,353,1,17,36,681561.636,3535081.105,SF,M,,,,,82,1F762C,*,,,
2009,6,374,1,17,47,681568.162,3535075.295,SF,F,,,,,82,731A5C,,,,
2008,7,363,1,17,47,681568.162,3535075.295,SF,F,,,,,100,065F33,,,,
2008,5,360,1,17,47,681568.162,3535075.295,SF,F,,,,,58,4A2357,*,,,
2003,5,299,1,17,47,681568.162,3535075.295,SF,F,,,,P,78,7D165B,,0,,
2008,6,361,1,17,46,681561.941,3535074.885,SF,F,,,,,76,31701D,,,,
2008,6,361,1,17,57,681568.307,3535068.875,SF,F,,,,,51,4A2357,,,,
2008,5,360,1,17,57,681568.307,3535068.875,SF,M,,,,,70,4B3239,,,,
2008,4,359,1,17,76,681562.637,3535055.755,SF,F,,,,,92,31701D,*,,,
2007,11,354,2,13,57,681267.205,3535052.353,SF,F,,,,,39,064311,*,,,
2008,6,361,2,13,57,681267.205,3535052.353,SF,F,,,,,56,606921,*,,,
2008,4,359,1,14,25,681329.724,3535074.602,SF,M,,,,,60,08311B,*,,,
2008,2,357,2,15,11,681379.353,3535083.463,SF,F,,,,,45,244F0F,*,,,
2008,1,356,2,15,13,681391.776,3535084.027,SF,F,,,,,45,0A7305,,,,
2008,2,357,2,15,16,681410.58,3535084.945,SF,F,,,,,46,0A7305,,,,
2003,2,296,2,15,27,681416.734,3535078.964,SF,F,,,,,56,720568,*,0,,
2007,12,355,2,15,27,681416.734,3535078.964,SF,F,,,,,44,1B2237,*,,,
2007,12,355,2,15,37,681416.735,3535072.716,SF,F,,,,,43,0A7305,*,,,
2002,12,295,2,15,37,681416.735,3535072.716,SF,M,,,,,68,123C43,*,0,,
2008,1,356,2,15,57,681417.099,3535060.179,SF,M,,,,,76,76541C,*,,,
2008,1,356,2,15,77,681417.158,3535047.706,SF,F,,,,,52,451252,*,,,
2008,3,358,2,15,77,681417.158,3535047.706,SF,F,,,,,48,0A7305,,,,
2008,6,361,3,16,15,681479.193,3535090.177,SF,F,,,,,84,76541C,,,,R
2003,2,296,3,16,17,681491.599,3535090.762,SF,,,,,,,,,,,R
2003,2,296,3,16,17,681491.599,3535090.762,SF,,,,,,,,,,,R
2008,5,360,3,16,27,681491.826,3535084.697,SF,M,,,,,84,,,,,R
2003,3,297,3,16,57,681492.227,3535065.977,SF,M,,,,,42,,,0,,R
2008,6,361,2,21,12,681540.347,3535018.483,SF,F,,,,,63,743635,,,,
2003,5,300,2,21,12,681540.347,3535018.483,SF,M,,,,,97,100449,,0,,
2008,6,361,2,21,13,681545.356,3535018.692,SF,F,,,,,87,065F33,,,,
2008,3,358,2,21,14,681551.622,3535018.813,SF,F,,,,,44,743635,,,,
2008,4,359,2,21,14,681551.622,3535018.813,SF,F,,,,,58,743635,,,,
2008,3,358,2,21,15,681557.769,3535018.572,SF,F,,,,,45,055802,,,,
2008,2,357,2,21,17,681570.33,3535019.224,SF,F,,,,,49,47684B,,,,
2003,5,300,2,21,27,681570.407,3535013.114,SF,F,,,E,,96,7D165B,,0,,D
2003,2,296,2,21,27,681570.407,3535013.114,SF,F,,,,,59,7D165B,*,0,,
2008,4,359,2,21,24,681551.792,3535012.683,SF,F,,,,,80,065F33,,,,
2007,12,355,2,21,24,681551.792,3535012.683,SF,F,,,,,52,47684B,*,,,
2008,6,362,2,21,24,681551.792,3535012.683,SF,F,,,,,59,743635,,,,
2008,3,358,2,21,24,681551.792,3535012.683,SF,F,,,,,50,4F2B53,,,,
2009,1,369,2,21,24,681551.792,3535012.683,SF,M,,,,,74,3B1539,,,,
2007,10,353,2,21,24,681551.792,3535012.683,SF,,,,,,84,,,,,E
2008,1,356,2,21,23,681545.539,3535012.584,SF,F,,,,,45,743635,*,,,
2008,2,357,2,21,23,681545.539,3535012.584,SF,F,,,,,43,743635,,,,
2008,5,360,2,21,22,681539.194,3535012.167,SF,F,,,,,81,065F33,,,,
2008,4,359,2,21,22,681539.194,3535012.167,SF,F,,,,,50,055802,,,,
2009,2,370,2,21,35,681558.122,3535006.501,SF,F,,,,,69,731A5C,,,,
2008,4,359,2,21,43,681546.006,3535000.271,SF,F,,,,,55,406815,,,,
2008,5,360,2,21,42,681539.689,3535000.002,SF,F,,,,,65,406815,,,,
2007,10,353,2,21,51,681533.657,3534993.527,SF,M,,,,,72,4A5713,,,,
2009,3,371,2,21,51,681533.657,3534993.527,SF,F,J,,,,23,28364C,*,,,
2007,9,352,2,21,51,681533.657,3534993.527,SF,M,,,,,72,4A5713,*,,,
2008,1,356,2,21,52,681540.055,3534993.667,SF,F,,,,,55,47684B,,,,
2009,3,371,2,21,52,681540.055,3534993.667,SF,,,,,,,,,,,E
2008,4,359,2,21,52,681540.055,3534993.667,SF,M,,,,,68,212014,,,,
2008,2,357,2,21,52,681540.055,3534993.667,SF,F,,,,,51,406815,,,,
2008,1,356,2,21,56,681564.888,3534994.175,SF,F,,,,,49,3A2317,*,,,
2008,1,356,2,21,67,681571.638,3534988.172,SF,F,,,,,48,4F2B53,*,,,
2008,7,363,2,21,67,681571.638,3534988.172,SF,F,,,,,91,743635,,,,
2008,2,357,2,21,66,681565.087,3534987.891,SF,F,,,,,51,065F33,*,,,
2009,6,374,2,21,62,681540.186,3534987.54,SF,F,,,,,52,000959,*,000960,*,
2009,1,369,2,21,62,681540.186,3534987.54,SF,F,,,,,67,731A5C,*,,,
2008,6,362,2,21,72,681540.3,3534981.018,SF,F,,,,,86,065F33,,,,
2007,12,355,2,21,72,681540.3,3534981.018,SF,F,,,,,51,406815,*,,,
2009,1,369,2,21,73,681546.425,3534981.341,SF,M,,,,,60,77356F,*,,,
2008,2,357,2,21,76,681565.189,3534981.859,SF,M,,,,,51,212014,*,,,
2008,1,356,2,20,12,681464.618,3535005.8,SF,F,,,,,58,0E0F2C,*,,,
2007,12,355,2,20,15,681483.375,3535006.379,SF,M,,,,,72,4A5713,,,,
2008,2,357,2,20,15,681483.375,3535006.379,SF,F,,,,,58,0E0F2C,,,,
2008,5,360,2,20,37,681496.748,3534993.958,SF,F,,,,,80,0E0F2C,,,,
2008,7,363,2,20,37,681496.748,3534993.958,SF,F,,,,,91,47684B,,,,
2007,9,352,2,20,37,681496.748,3534993.958,SF,,,,,,80,,,,,E
2009,4,372,2,20,57,681497.746,3534981.771,SF,F,,,,,37,28364C,,,,
2008,6,361,2,20,57,681497.746,3534981.771,SF,M,,,,,81,420926,,,,
2009,6,374,2,20,57,681497.746,3534981.771,SF,F,,,,,64,28364C,,,,
2008,4,359,2,20,77,681498.976,3534969.393,SF,M,,,,,78,420926,*,,,
2008,5,360,2,20,77,681498.976,3534969.393,SF,M,,,,,90,420926,,,,
2007,5,348,1,1,11,681207.279,3535281.37,SH,M,,,,,120,,,,,
2007,6,349,1,1,11,681207.279,3535281.37,SH,M,,,,,80,122376,*,,,
2007,6,349,1,1,17,681244.224,3535281.574,SH,M,,,,,150,244429,*,,,
2007,6,349,1,1,27,681244.211,3535275.654,SH,F,,,,,,,,,,
2007,3,346,1,1,27,681244.211,3535275.654,SH,M,,,,,130,,,,,
2007,8,351,1,1,27,681244.211,3535275.654,SH,F,,,,,136,341162,*,,,
2006,12,343,1,1,27,681244.211,3535275.654,SH,F,,,,,,484250,*,0,,
2007,6,349,1,1,26,681238.149,3535275.651,SH,F,,,,,90,167356,*,,,
2007,11,354,1,1,25,681231.759,3535275.599,SH,M,,,,,82,032032,,,,
2007,3,346,1,1,23,681219.845,3535275.802,SH,F,,,,,47,,,,,
2007,10,353,1,1,31,681207.319,3535269.088,SH,M,,,,,55,032032,*,,,
2007,6,349,1,1,37,681244.259,3535269.457,SH,M,,,,,168,733B2C,*,,,
2006,12,343,1,1,77,681244.686,3535244.516,SH,M,,,,,54,0,,0,,
2007,6,349,1,2,15,681307.233,3535283.499,SH,F,,,,,160,321610,,,,
2000,7,267,1,2,31,681282.74,3535270.372,SH,,,,,,130,,,,,E
2007,5,348,1,2,33,681294.945,3535271.105,SH,F,,,E,,114,,,,,
2007,3,346,1,2,34,681301.497,3535271.386,SH,M,,,,,100,,,,,
2008,5,360,1,2,37,681320.142,3535272.214,SH,M,,,,,100,31430C,,,,
2007,2,345,1,2,37,681320.142,3535272.214,SH,M,,,,,92,,,,,
2007,4,347,1,2,37,681320.142,3535272.214,SH,F,,,E,,98,321610,,,,
2007,11,354,1,2,37,681320.142,3535272.214,SH,M,,,,,72,31430C,*,,,
2007,1,344,1,2,37,681320.142,3535272.214,SH,F,,,E,,90,321610,,,,
2007,3,346,1,2,37,681320.142,3535272.214,SH,F,,,,,98,321610,,,,
2003,5,300,1,2,47,681320.378,3535265.086,SH,M,,,,,126,171A01,,0,,
2007,4,347,1,2,47,681320.378,3535265.086,SH,M,,,,,112,,,,,
2008,4,359,1,2,47,681320.378,3535265.086,SH,M,,,,,96,270346,*,,,
2007,8,351,1,2,47,681320.378,3535265.086,SH,M,,,,,76,3F6558,*,,,
2001,5,276,1,2,47,681320.378,3535265.086,SH,M,,,,,79,647,*,0,,
2003,5,299,1,2,46,681313.936,3535264.884,SH,F,,,,,102,0F1F74,*,0,,
2006,11,342,1,2,46,681313.936,3535264.884,SH,F,,,,,112,286A2B,*,0,,
2007,5,348,1,2,46,681313.936,3535264.884,SH,F,,,,,110,321610,,,,
2002,11,293,1,2,45,681307.428,3535263.914,SH,M,,,,,,171A01,*,0,,
2007,11,354,1,2,45,681307.428,3535263.914,SH,M,,,,,88,2F5B5B,*,,,
2006,12,343,1,2,45,681307.428,3535263.914,SH,F,,,,,88,321610,*,0,,
2007,3,346,1,2,52,681289.107,3535258.095,SH,F,,,,,112,,,,,
2007,11,354,1,2,54,681301.212,3535258.449,SH,F,,,,,120,6B5863,*,,,
2001,6,277,1,2,55,681307.359,3535258.498,SH,M,,,,,92,1B5B00,*,,,
2007,5,348,1,2,55,681307.359,3535258.498,SH,F,,,,,130,,,,,
2008,4,359,1,2,56,681313.721,3535258.829,SH,F,,,,,82,187A6C,*,,,
2000,6,265,1,2,57,681320.355,3535259.102,SH,M,,,,,48,655,*,0,,
2002,2,285,1,2,65,681307.858,3535252.425,SH,F,,,,,57,26101,*,0,,
2001,10,281,1,2,65,681307.858,3535252.425,SH,F,,,,,101,130167,*,0,,
2007,4,347,1,2,64,681301.431,3535252.109,SH,,,,,,,,,,,E
2008,1,356,1,2,71,681283.161,3535245.256,SH,F,,,,,112,6B5863,,,,
2007,6,349,1,2,71,681283.161,3535245.256,SH,F,,,,,92,4F124B,*,,,
2008,3,358,1,2,71,681283.161,3535245.256,SH,M,,,,,90,544113,*,,,
2003,6,301,1,2,72,681289.665,3535245.266,SH,F,,,,,,0F1F74,,0,,
2002,4,287,1,2,73,681295.364,3535245.413,SH,M,,,,,79,24647B,*,0,,
2007,6,349,1,2,73,681295.364,3535245.413,SH,M,,,,,106,0E085C,*,,,
2003,7,302,1,2,74,681301.634,3535245.835,SH,F,,,,,100,0F1F74,,0,,
2001,11,282,1,2,74,681301.634,3535245.835,SH,M,,,,,65,197C1E,*,0,,
2007,1,344,1,2,74,681301.634,3535245.835,SH,,,,,,140,,,,,E
2008,2,357,2,3,12,681362.693,3535285.172,SH,F,,,,,72,546F78,*,,,
2008,6,361,2,3,12,681362.693,3535285.172,SH,F,,,,,74,546F78,,,,
2008,5,360,2,3,12,681362.693,3535285.172,SH,F,,,,,75,546F78,,,,
2007,2,345,2,3,12,681362.693,3535285.172,SH,F,,,,,80,,,,,
2008,6,362,2,3,12,681362.693,3535285.172,SH,F,,,,,70,546F78,,,,
2006,12,343,2,3,12,681362.693,3535285.172,SH,M,,,,,98,0,,0,,
2007,7,350,2,3,13,681368.743,3535285.446,SH,F,,,,,76,295072,,,,
2007,3,346,2,3,15,681381.567,3535286.302,SH,F,,,,,112,,,,,
2007,5,348,2,3,24,681375.168,3535279.916,SH,F,,,,,78,,,,,
2008,7,363,2,3,21,681356.387,3535279.118,SH,F,,,,,89,546F78,,,,
2007,6,349,2,3,56,681388.25,3535262.196,SH,F,,,,,70,295072,*,,,
2006,12,343,1,4,11,681431.93,3535287.657,SH,F,,,,,110,286A2B,,0,,
2000,1,261,1,4,13,681444.541,3535287.926,SH,M,,,,,72,181,*,0,,
2007,4,347,1,4,14,681450.726,3535287.943,SH,F,,,,,98,,,,,
2007,5,348,1,4,16,681463.088,3535288.421,SH,M,,,,,29,,,,,
2000,4,264,1,4,47,681470.489,3535269.438,SH,M,,,,,92,166,,0,,
2007,11,354,3,5,56,681539.499,3535272.379,SH,F,,,,,102,,,,,R
2008,4,359,3,5,57,681546.357,3535272.758,SH,F,,,,,84,,,,,R
2008,3,358,3,5,77,681546.502,3535260.344,SH,M,,,,,88,,,,,R
2007,7,350,2,6,16,681614.328,3535310.358,SH,M,,,,,120,4A4826,,,,
2007,6,349,2,6,17,681620.994,3535310.521,SH,M,,,,,110,4A4826,*,,,
2002,3,286,2,6,17,681620.994,3535310.521,SH,M,,,,,64,52579,*,0,,
2003,2,296,2,6,17,681620.994,3535310.521,SH,M,,,,,67,3C6847,*,0,,
2001,3,273,2,6,17,681620.994,3535310.521,SH,M,,,,,,,,0,,E
2007,5,348,2,6,17,681620.994,3535310.521,SH,F,,,,,107,,,,,
