yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagina,nipples,pregnant,wgt,tag,note2,ltag,note3,note5
2003,3,298,3,24,14,681704.329,3535257.343,RM,M,,,,,7,,,0,,R
2007,2,345,3,24,14,681704.329,3535257.343,PE,F,,,E,P,15,,,,,R
2008,5,360,3,24,14,681704.329,3535257.343,RM,M,,,,,10,,,,,R
2003,5,299,3,24,14,681704.329,3535257.343,RM,M,,,,,10,,,0,,R
2000,12,271,3,24,15,681710.667,3535257.747,PE,M,,,,,23,,,0,,R
2003,7,302,3,24,15,681710.667,3535257.747,PE,M,,,,,16,,,0,,R
2003,6,301,3,24,15,681710.667,3535257.747,PE,F,,,,,17,004A34,,0,,R
2005,3,321,3,24,15,681710.667,3535257.747,PE,M,,,,,,580245,,0,,
2007,10,353,3,24,15,681710.667,3535257.747,PE,F,,,E,,21,,,,,R
2003,11,306,3,24,15,681710.667,3535257.747,PE,F,,,,,17,,,0,,R
2002,11,293,3,24,15,681710.667,3535257.747,RM,F,,,E,,16,261844,,0,,R
2005,5,323,3,24,17,681723.411,3535258.43,PE,M,,,,,23,580245,,0,,R
2003,3,298,3,24,17,681723.411,3535258.43,PE,M,,,,,21,,,0,,R
2004,8,315,3,24,17,681723.411,3535258.43,PE,M,,,,,17,0,,0,,R
2001,4,275,3,24,17,681723.411,3535258.43,PE,F,,,E,P,22,,,0,,R
2005,1,320,3,24,17,681723.411,3535258.43,PE,M,,,,,23,580245,,0,,R
2002,11,293,3,24,17,681723.411,3535258.43,PE,M,,,,,23,,,0,,R
2005,3,321,3,24,17,681723.411,3535258.43,PE,F,,,B,P,31,,,0,,
2000,11,270,3,24,17,681723.411,3535258.43,PE,M,,,,,16,,,0,,R
2000,4,264,3,24,17,681723.411,3535258.43,PE,M,,,,,21,,,0,,R
2004,3,310,3,24,17,681723.411,3535258.43,PE,M,,,,,23,,,0,,R
2008,6,362,3,24,27,681723.706,3535252.232,PE,M,,,,,21,,,,,R
2002,7,290,3,24,27,681723.706,3535252.232,RM,M,,,,,7,,,0,,R
2008,1,356,3,24,27,681723.706,3535252.232,RM,F,,,,,11,,,,,R
2007,7,350,3,24,27,681723.706,3535252.232,RM,M,,,,,11,,,,,R
2003,7,302,3,24,26,681717.313,3535251.781,PE,M,,,,,13,,,0,,R
2007,6,349,3,24,26,681717.313,3535251.781,PM,M,,,,,21,,,,,R
2001,11,282,3,24,26,681717.313,3535251.781,RM,F,,,,,9,,,0,,R
2007,4,347,3,24,25,681710.949,3535251.435,RM,M,,,,,11,,,,,R
2009,5,373,3,24,25,681710.949,3535251.435,PE,M,,,,,17,,,,,R
2002,7,290,3,24,24,681704.574,3535251.141,PE,F,,S,,,25,7B4D14,,0,,R
2001,6,277,3,24,24,681704.574,3535251.141,PE,M,,,,,17,,,0,,R
2007,3,346,3,24,24,681704.574,3535251.141,PE,F,,,,P,27,,,,,R
2002,10,292,3,24,24,681704.574,3535251.141,PE,M,,,,,20,,,0,,R
2008,1,356,3,24,24,681704.574,3535251.141,RM,M,,,,,14,,,,,R
2003,11,306,3,24,24,681704.574,3535251.141,RM,M,,,,,11,,,0,,R
2008,6,362,3,24,23,681698.229,3535250.711,PE,F,,,,,17,,,,,R
2005,11,329,3,24,23,681698.229,3535250.711,RM,M,,,,,,,,,,R
2003,5,300,3,24,23,681698.229,3535250.711,PE,F,,,E,,20,,,0,,R
2007,11,354,3,24,22,681691.827,3535250.311,RM,M,,,,,11,,,,,R
2003,10,305,3,24,21,681685.499,3535250.017,RM,M,,,,,10,,,0,,R
2007,12,355,3,24,21,681685.499,3535250.017,PM,F,,,,,29,,,,,R
2007,11,354,3,24,21,681685.499,3535250.017,PM,M,,,,,20,,,,,R
2003,3,298,3,24,21,681685.499,3535250.017,RM,M,,,,,6,,,0,,R
2007,4,347,3,24,31,681685.694,3535244.007,PE,M,,,,,24,,,,,R
2002,12,294,3,24,31,681685.694,3535244.007,PE,F,,,B,,25,,,0,,R
2007,6,349,3,24,31,681685.694,3535244.007,PE,M,,,,,20,,,,,R
2005,6,324,3,24,32,681692.072,3535244.363,PE,M,,,,,23,580245,,0,,R
2005,7,325,3,24,32,681692.072,3535244.363,PE,M,,,,,20,,,0,,R
2008,8,364,3,24,33,681698.424,3535244.694,PE,F,,,,,20,,,,,R
2004,3,310,3,24,33,681698.424,3535244.694,PE,F,,,,,17,,,0,,R
2008,1,356,3,24,33,681698.424,3535244.694,PM,F,,,,P,39,,,,,R
2009,3,371,3,24,33,681698.424,3535244.694,RM,F,,,,P,11,,,,,R
2008,5,360,3,24,33,681698.424,3535244.694,RM,M,,,,,11,,,,,R
2003,2,296,3,24,34,681704.774,3535245.077,RM,M,,,,,11,,,0,,R
2007,7,350,3,24,34,681704.774,3535245.077,PM,F,,,E,,27,,,,,R
2007,4,347,3,24,34,681704.774,3535245.077,RM,M,,,,,15,,,,,R
2003,5,299,3,24,35,681711.16,3535245.455,PE,M,,,,,24,,,0,,R
2008,11,367,3,24,35,681711.16,3535245.455,PE,M,,,,,17,,,,,R
2008,6,361,3,24,35,681711.16,3535245.455,PE,F,,,,,16,,,,,R
2005,8,326,3,24,35,681711.16,3535245.455,PE,M,,,,,21,580245,,0,,R
2007,9,352,3,24,36,681717.524,3535245.817,PE,F,,,,,18,,,,,R
2007,12,355,3,24,36,681717.524,3535245.817,RM,M,,,,,14,,,,,R
2000,9,269,3,24,36,681717.524,3535245.817,PE,F,,,,,22,,,0,,R
2008,6,362,3,24,37,681723.888,3535246.206,PE,M,,,,,17,,,,,R
2000,1,261,3,24,37,681723.888,3535246.206,RM,M,,,,,13,,,0,,
2009,4,372,3,24,37,681723.888,3535246.206,RM,M,,,,,11,3F0F39,,,,R
2007,12,355,3,24,37,681723.888,3535246.206,PM,M,,,,,26,,,,,R
2000,4,264,3,24,37,681723.888,3535246.206,PE,M,,,,,31,,,0,,R
2000,11,270,3,24,47,681724.067,3535240.025,PE,M,,,,,20,,,0,,R
2005,7,325,3,24,47,681724.067,3535240.025,RM,M,,,,,11,,,0,,R
2007,3,346,3,24,46,681717.583,3535239.598,RM,M,,,,,12,,,,,R
2007,1,344,3,24,46,681717.583,3535239.598,PM,F,,,,,28,,,,,R
2007,9,352,3,24,45,681711.47,3535239.146,PM,F,,,B,,28,,,,,R
2008,6,361,3,24,45,681711.47,3535239.146,PE,M,,,,,19,,,,,R
2005,6,324,3,24,43,681698.712,3535238.218,PE,F,,,E,,23,382300,,0,,R
2007,8,351,3,24,43,681698.712,3535238.218,PM,F,,,,,23,,,,,R
2003,6,301,3,24,42,681692.346,3535237.816,PE,F,J,,,,14,,,0,,R
2003,3,297,3,24,42,681692.346,3535237.816,RM,F,,,,P,13,,,0,,R
2009,6,374,3,24,41,681685.807,3535237.869,PE,M,,,,,19,000928,*,000929,*,
2008,3,358,3,24,41,681685.807,3535237.869,PM,F,,,,,31,,,,,R
2007,3,346,3,24,41,681685.807,3535237.869,PM,F,,,E,,25,,,,,R
2003,8,303,3,24,51,681685.944,3535231.712,PE,M,,,,,22,,,0,,R
2005,7,325,3,24,51,681685.944,3535231.712,PE,M,,,,,22,580245,,0,,R
2007,7,350,3,24,51,681685.944,3535231.712,PE,F,,,,,19,74515B,,,,R
2007,2,345,3,24,52,681692.665,3535231.631,PM,F,,,E,P,26,,,,,R
2008,2,357,3,24,52,681692.665,3535231.631,RM,M,,,,,,,,,,R
2003,6,301,3,24,53,681698.955,3535232.035,RM,F,,,,,8,,,0,,R
2004,10,317,3,24,54,681705.295,3535232.575,PE,F,,,,P,25,0,,0,,R
2008,2,357,3,24,54,681705.295,3535232.575,PM,F,,,,,29,2F7364,,,,R
2000,6,265,3,24,56,681717.731,3535233.419,PE,M,,,,,20,,,0,,R
2008,8,364,3,24,56,681717.731,3535233.419,PE,M,,,,,18,,,,,R
2004,11,318,3,24,56,681717.731,3535233.419,PE,M,,,,,22,,,0,,R
2007,12,355,3,24,57,681724.239,3535233.944,RM,F,,,,,10,,,,,R
2003,6,301,3,24,57,681724.239,3535233.944,PE,M,,,,,15,,,0,,R
2005,1,320,3,24,57,681724.239,3535233.944,RM,F,,,,P,16,,,0,,R
2007,4,347,3,24,67,681724.559,3535227.806,RM,F,,,,,12,,,,,R
2004,10,317,3,24,67,681724.559,3535227.806,PE,M,,,,,21,0,,0,,R
2004,1,308,3,24,67,681724.559,3535227.806,PE,M,,,,,21,,,0,,R
2005,7,325,3,24,66,681717.916,3535227.284,PE,M,,,,,17,,,0,,R
2002,5,288,3,24,66,681717.916,3535227.284,PE,F,,,E,,24,7B4D14,,0,,R
2007,9,352,3,24,66,681717.916,3535227.284,RM,F,,,,P,11,,,,,R
2007,12,355,3,24,65,681711.994,3535226.89,PM,M,,,,,20,,,,,R
2007,8,351,3,24,64,681705.644,3535226.39,PM,F,,,E,,20,,,,,R
2007,12,355,3,24,64,681705.644,3535226.39,RM,F,,,,,9,,,,,R
2008,2,357,3,24,63,681699.254,3535225.879,PM,M,,,,,24,576274,,,,R
2007,7,350,3,24,63,681699.254,3535225.879,PM,F,,,E,,32,,,,,R
2007,9,352,3,24,63,681699.254,3535225.879,PM,M,J,,,,15,,,,,R
2000,6,265,3,24,62,681692.951,3535225.411,RM,M,,,,,10,,,0,,R
2005,11,329,3,24,71,681686.304,3535219.423,RM,F,,,,,10,,,0,,R
2002,6,289,3,24,71,681686.304,3535219.423,PE,M,J,,,,15,,,0,,R
2003,3,298,3,24,71,681686.304,3535219.423,PE,M,,,,,21,0D0860,,0,,R
2009,7,375,3,24,71,681686.304,3535219.423,PE,M,,,,,18,000928,,000929,,R
2007,11,354,3,24,71,681686.304,3535219.423,PE,M,,,,,20,1C0772,,,,R
2007,4,347,3,24,72,681693.2,3535219.206,PM,F,,,E,,24,,,,,R
2007,10,353,3,24,72,681693.2,3535219.206,PM,M,,,,,25,,,,,R
2002,10,292,3,24,72,681693.2,3535219.206,PE,F,,S,E,,23,,,0,,R
2002,2,285,3,24,72,681693.2,3535219.206,PE,M,,,,,20,,,0,,R
2005,8,326,3,24,73,681699.472,3535219.749,RM,M,,,,,10,,,0,,R
2002,11,293,3,24,74,681705.904,3535220.245,PE,F,,,E,P,30,,,0,,R
2008,1,356,3,24,74,681705.904,3535220.245,RM,M,,,,,11,,,,,R
2001,12,283,3,24,74,681705.904,3535220.245,RM,M,,,,,10,,,0,,R
2003,5,299,3,24,75,681712.268,3535220.704,PE,M,,,,,18,,,0,,R
2003,3,298,3,24,75,681712.268,3535220.704,PE,F,,,,P,19,,,0,,R
2008,7,363,3,24,75,681712.268,3535220.704,PE,F,,,,,25,,,,,R
2003,10,305,3,24,75,681712.268,3535220.704,RM,F,,,E,,10,,,0,,R
2002,5,288,3,24,75,681712.268,3535220.704,PE,M,,,,,20,,,0,,R
2007,12,355,3,24,75,681712.268,3535220.704,RM,M,,,,,9,,,,,R
2008,5,360,3,24,75,681712.268,3535220.704,RM,F,,,,,10,,,,,R
2003,7,302,3,24,76,681718.05,3535221.131,RM,M,,,,,6,,,0,,R
2001,12,283,3,24,76,681718.05,3535221.131,PE,M,,,,,24,,,0,,R
2005,5,323,3,24,77,681724.764,3535221.633,PE,M,,,,,22,,,0,,R
2001,12,283,3,24,77,681724.764,3535221.633,PE,M,,,,,23,722,,0,,R
2009,3,371,3,24,77,681724.764,3535221.633,PE,F,,,,,19,,,,,R
2001,11,282,3,24,77,681724.764,3535221.633,PE,M,,,,,18,,,0,,R
2007,5,348,3,7,11,681209.601,3535195.636,PE,F,,,E,,35,,,,,R
2007,10,353,3,7,12,681215.929,3535195.765,PM,F,,,,,15,,,,,R
2003,3,298,3,7,12,681215.929,3535195.765,PE,F,,,,P,20,,,,,R
2008,7,363,3,7,12,681215.929,3535195.765,PM,M,,,,,27,1D6A63,,,,R
2008,6,361,3,7,13,681221.569,3535195.922,PM,M,J,,,,9,,,,,R
2008,5,360,3,7,13,681221.569,3535195.922,RM,F,,,,,11,,,,,R
2003,2,296,3,7,13,681221.569,3535195.922,PE,F,,,,,29,,,0,,R
2002,11,293,3,7,14,681227.8,3535196.238,PE,F,,,E,,30,,,0,,R
2009,2,370,3,7,14,681227.8,3535196.238,RM,M,,,,,11,561447,,,,R
2008,6,361,3,7,15,681234.269,3535196.502,RM,F,,,,,10,,,,,R
2007,6,349,3,7,16,681240.231,3535196.998,PM,M,,,,,18,3C7909,,,,R
2007,5,348,3,7,16,681240.231,3535196.998,PM,F,,,E,,23,,,,,R
2007,11,354,3,7,16,681240.231,3535196.998,PM,F,,,,,17,,,,,R
2009,3,371,3,7,16,681240.231,3535196.998,RM,M,,,,,11,561447,,,,R
2008,11,367,3,7,16,681240.231,3535196.998,PM,F,,,,,16,,,,,R
2007,11,354,3,7,17,681246.162,3535197.325,RM,F,,,,,9,,,,,R
2006,3,334,3,7,17,681246.162,3535197.325,PE,M,,,,,21,,,0,,
2007,10,353,3,7,27,681246.668,3535191.137,PE,F,,,,,24,,,,,R
2002,5,288,3,7,27,681246.668,3535191.137,PE,,,,,,,,,,,R
2001,11,282,3,7,27,681246.668,3535191.137,PE,M,,,,,18,,,0,,R
2007,4,347,3,7,27,681246.668,3535191.137,PE,F,,,,,23,,,,,R
2003,3,298,3,7,27,681246.668,3535191.137,PE,M,,,,,23,,,0,,R
2008,3,358,3,7,27,681246.668,3535191.137,PE,F,,,,,23,,,,,R
2008,11,367,3,7,27,681246.668,3535191.137,PE,M,,,,,17,,,,,R
2003,11,306,3,7,26,681240.322,3535190.896,PE,M,,,,,22,1B5719,,0,,R
2008,5,360,3,7,26,681240.322,3535190.896,RM,M,,,,,11,,,,,R
2007,9,352,3,7,26,681240.322,3535190.896,PE,F,,,E,,27,,,,,R
2007,7,350,3,7,26,681240.322,3535190.896,PE,F,,,E,,25,,,,,R
2008,2,357,3,7,25,681234.267,3535190.555,RM,F,,,,,11,,,,,R
2007,11,354,3,7,23,681221.954,3535189.874,PE,M,,,,,25,,,,,R
2007,7,350,3,7,22,681215.666,3535189.615,PE,F,,,E,,25,,,,,R
2007,12,355,3,7,22,681215.666,3535189.615,PM,M,,,,,31,,,,,R
2008,10,366,3,7,22,681215.666,3535189.615,PM,F,,,,,16,,,,,R
2008,4,359,3,7,21,681209.489,3535189.451,PE,F,,,E,,22,,,,,R
2003,7,302,3,7,21,681209.489,3535189.451,PE,F,,,E,,18,,,0,,R
2007,6,349,3,7,21,681209.489,3535189.451,PE,F,,,E,,26,,,,,R
2008,6,362,3,7,21,681209.489,3535189.451,PM,M,,,,,24,1D6A63,,,,R
2003,6,301,3,7,21,681209.489,3535189.451,PE,F,,,E,,22,,,0,,R
2007,7,350,3,7,21,681209.489,3535189.451,PE,M,,,,,22,,,,,R
2008,6,361,3,7,31,681209.515,3535183.966,PM,F,,,,,20,1D107B,,,,R
2003,5,300,3,7,31,681209.515,3535183.966,PE,F,,B,E,,24,,,0,,R
2007,7,350,3,7,31,681209.515,3535183.966,PM,F,,,E,,22,,,,,R
2007,4,347,3,7,33,681222.06,3535184.414,RM,F,,,E,P,15,,,,,R
2007,6,349,3,7,33,681222.06,3535184.414,PM,M,,,,,18,,,,,R
2008,2,357,3,7,36,681240.49,3535184.744,RM,F,,,,,13,,,,,R
2007,12,355,3,7,36,681240.49,3535184.744,RM,F,,,,,12,,,,,R
2008,6,361,3,7,36,681240.49,3535184.744,RM,F,,,,,9,,,,,R
2007,5,348,3,7,37,681246.726,3535184.784,PE,M,,,,,26,,,,,R
2003,5,299,3,7,37,681246.726,3535184.784,PE,F,,,E,P,22,,,0,,R
2006,3,333,3,7,37,681246.726,3535184.784,PE,F,,,,,21,,,0,,R
2008,2,357,3,7,37,681246.726,3535184.784,PE,F,,,,,20,,,,,R
2008,6,361,3,7,37,681246.726,3535184.784,RM,F,,,,,14,,,,,R
2006,3,334,3,7,37,681246.726,3535184.784,PE,F,,,E,P,32,0C1537,,0,,
2007,6,349,3,7,37,681246.726,3535184.784,RM,M,,,,,9,1D2A74,,,,R
2000,7,266,3,7,37,681246.726,3535184.784,PE,F,,,E,,20,,,0,,R
2003,3,297,3,7,47,681246.681,3535178,PE,F,,,,,18,,,0,,R
2007,3,346,3,7,47,681246.681,3535178,PE,M,,,,,25,,,,,R
2007,10,353,3,7,46,681240.488,3535177.914,PE,F,,,,,24,,,,,R
2007,6,349,3,7,46,681240.488,3535177.914,PM,F,,,E,,23,,,,,R
2007,3,346,3,7,45,681234.493,3535177.661,PM,F,,,E,,18,,,,,R
2008,1,356,3,7,44,681228.35,3535177.607,PM,M,,,,,32,,,,,R
2008,9,365,3,7,43,681222.069,3535177.095,PM,M,,,,,22,1D6A63,,,,R
2007,12,355,3,7,43,681222.069,3535177.095,PM,F,,,,,20,,,,,R
2009,3,371,3,7,41,681209.484,3535176.438,PE,F,,,,,,361E27,,,,R
2008,5,360,3,7,51,681209.614,3535170.598,PM,F,,,,,21,,,,,R
2007,11,354,3,7,52,681215.993,3535170.761,PM,F,,,,,19,,,,,R
2008,5,360,3,7,54,681228.354,3535171.305,PM,M,,,,,24,,,,,R
2006,1,331,3,7,56,681240.621,3535171.629,PE,M,,,,,22,,,,,
2007,10,353,3,7,57,681246.87,3535171.649,PE,M,,,,,27,,,,,R
2008,1,356,3,7,67,681247.171,3535165.55,PM,F,,,,,20,,,,,R
2007,11,354,3,7,66,681240.905,3535165.297,RM,M,,,,,11,,,,,R
2008,1,356,3,7,64,681228.536,3535164.672,PM,M,,,,,23,,,,,R
2003,6,301,3,7,62,681216.252,3535164.433,PE,M,,,,,18,1B5719,,0,,R
2003,9,304,3,7,61,681209.934,3535164.104,PE,F,,,E,,22,,,0,,R
2003,9,304,3,7,73,681222.394,3535158.687,PE,F,J,,,,11,,,0,,R
2008,9,365,3,7,73,681222.394,3535158.687,PM,F,,,E,P,30,,,,,R
2007,11,354,3,7,74,681228.67,3535159.009,PM,F,,,,,21,,,,,R
2003,3,297,3,7,75,681234.774,3535158.899,PE,M,,,,,18,,,0,,R
2008,9,365,3,7,75,681234.774,3535158.899,PM,F,,,,,24,,,,,R
2008,1,356,3,7,75,681234.774,3535158.899,RM,F,,,,,12,,,,,R
2008,3,358,3,7,76,681240.985,3535159.418,RM,F,,,,,15,,,,,R
2007,6,349,3,7,77,681247.216,3535159.544,RM,F,,,,,9,,,,,R
2008,1,356,3,7,77,681247.216,3535159.544,RM,F,,,,,12,,,,,R
2008,2,357,1,8,12,681318.909,3535172.22,PM,M,,,,,27,526275,*,,,
2008,1,356,1,8,23,681325.968,3535166.481,RM,F,,,,,10,363D7B,*,,,
2008,4,359,1,8,22,681319.265,3535166.41,PM,M,,,,,29,526275,,,,
2007,11,354,1,8,37,681351.157,3535161.162,RM,F,,,,,9,0B4526,*,,,
2001,3,274,1,8,47,681351.231,3535153.908,PM,F,,,,,22,5A6E55,*,0,,
2008,4,359,1,8,44,681332.63,3535153.286,PM,F,,,E,,27,42634A,*,,,
2008,3,358,1,8,57,681351.459,3535147.876,RM,F,,,,,8,2A5E69,*,,,
2008,6,361,1,8,62,681320.689,3535140.415,PM,M,,,,,24,1D6A63,*,,,
2007,12,355,1,8,61,681314.454,3535140.199,RM,M,,,,,10,381C4C,,,,
2007,5,348,1,8,75,681339.629,3535134.936,PM,M,,,,,20,3C7909,*,,,
2002,7,290,1,9,14,681407.593,3535172.982,PE,F,,,,,21,0C5F28,,0,,
2002,3,286,1,9,22,681395.26,3535166.249,PE,F,,,E,,23,7C0C67,*,0,,
2003,5,299,1,9,31,681389.18,3535159.976,PE,M,,,,,17,7E3373,*,0,,
2003,5,300,1,9,33,681401.458,3535160.056,PE,F,,,E,,26,0B7667,,0,,
2008,2,357,1,9,34,681407.766,3535160.433,RM,M,,,,,9,180C3C,*,,,
2007,5,348,1,9,35,681414.404,3535160.789,PM,M,,,,,39,097A6E,*,,,
2003,9,304,1,9,47,681427.163,3535155.2,PE,F,,,,,21,2D0C2F,*,0,,
2008,2,357,1,9,44,681407.851,3535154.708,RM,F,,,,,10,0B6747,*,,,
2007,11,354,1,9,44,681407.851,3535154.708,RM,M,,,,,7,1A6E5A,*,,,
2007,4,347,1,9,43,681401.737,3535154.559,RM,M,,,,,10,381C4C,*,,,
2007,11,354,1,9,52,681395.624,3535147.767,RM,F,,,E,,11,356172,*,,,
2007,10,353,1,9,56,681421.018,3535148.633,RM,M,,,,,10,210572,*,,,
2008,3,358,1,9,57,681427.318,3535148.9,RM,F,,,,,11,0B6747,,,,
2007,4,347,1,9,65,681414.68,3535142.22,RM,F,,,,P,12,380C7D,*,,,
2005,3,321,1,9,64,681408.186,3535142.007,RM,F,,,E,,13,1F0556,*,0,,
2008,2,357,1,9,64,681408.186,3535142.007,RM,F,,,,,9,014E23,*,,,
2003,5,299,1,9,71,681389.746,3535135.123,PE,F,,,E,P,38,0B7667,,0,,
2007,10,353,1,9,71,681389.746,3535135.123,PM,M,,,,,21,272C75,*,,,
2000,1,261,1,9,74,681408.518,3535135.631,RM,F,,,E,P,16,158,*,0,,
2007,6,349,3,10,11,681464.665,3535194.32,PE,F,,,,,23,,,,,R
2008,1,356,3,10,12,681470.804,3535194.547,PM,F,,,,,25,,,,,R
2009,3,371,3,10,14,681483.354,3535195.024,RM,F,,P,E,,14,,,,,R
2007,3,346,3,10,14,681483.354,3535195.024,PE,M,,,,,24,,,,,R
2007,12,355,3,10,17,681502.237,3535195.937,RM,F,,,,,13,,,,,R
2007,5,348,3,10,27,681502.393,3535189.695,RM,F,,,E,,15,,,,,R
2007,11,354,3,10,27,681502.393,3535189.695,RM,F,,,,,8,,,,,R
2007,10,353,3,10,25,681489.848,3535189.135,PM,M,,,,,19,,,,,R
2008,2,357,3,10,23,681476.933,3535188.515,RM,M,,,,,13,,,,,R
2007,11,354,3,10,21,681464.669,3535187.928,PM,M,,,,,20,,,,,R
2007,10,353,3,10,31,681464.808,3535181.742,PM,M,,,,,25,,,,,R
2008,1,356,3,10,32,681471.026,3535182.091,RM,F,,,,,,,,,,R
2002,12,295,3,10,32,681471.026,3535182.091,RM,F,,,R,,14,,,0,,
2008,2,357,3,10,37,681502.689,3535183.288,RM,F,,,,,8,,,,,R
2007,12,355,3,10,37,681502.689,3535183.288,RM,M,,,,,12,,,,,R
2003,8,303,3,10,46,681496.581,3535176.363,RM,F,,,,,12,,,0,,R
2007,3,346,3,10,41,681465.125,3535175.159,RM,F,,,E,,13,,,,,R
2008,3,358,3,10,51,681465.546,3535168.706,PM,F,,,,,27,,,,,R
2007,5,348,3,10,67,681503.45,3535164.955,PM,M,,,,,13,58755F,,,,R
2007,12,355,3,10,73,681478.05,3535157.096,RM,F,,,,,9,,,,,R
2007,10,353,3,10,75,681490.79,3535157.597,RM,M,,,,,14,,,,,R
2002,2,285,3,10,75,681490.79,3535157.597,RM,F,,,,,8,,,0,,R
2008,4,359,3,10,76,681497.088,3535157.826,RM,M,,,,,14,,,,,R
2007,10,353,3,10,77,681503.481,3535158.118,PM,F,,,,,22,,,,,R
2007,12,355,3,10,77,681503.481,3535158.118,PM,F,,,,,26,,,,,R
2008,3,358,3,10,77,681503.481,3535158.118,RM,F,,,,,10,,,,,R
2008,2,357,1,11,13,681551.74,3535198.079,RM,F,,,,,9,201742,*,,,
2001,8,279,1,11,17,681577.14,3535199.27,PE,M,,,,,18,722,*,0,,
2003,2,296,1,11,17,681577.14,3535199.27,PE,F,,,,,24,78565B,*,0,,
2008,4,359,1,11,27,681577.209,3535193.069,RM,F,,,,,10,705D43,*,,,
2003,11,306,1,11,27,681577.209,3535193.069,PE,F,,,,,20,78565B,,0,,
2007,10,353,1,11,25,681564.674,3535192.751,PM,M,,,,,24,2F793D,,,,
2006,12,343,1,11,37,681577.56,3535186.612,PE,M,,,,,24,074B0B,*,0,,
2007,5,348,1,11,37,681577.56,3535186.612,PE,F,,,,,,,,,,
2007,10,353,1,11,47,681577.775,3535180.082,PE,M,,,,,21,50132C,,,,
2007,4,347,1,11,47,681577.775,3535180.082,PE,M,,,,,20,50132C,*,,,
2002,5,288,1,11,47,681577.775,3535180.082,PE,F,,,,,27,76465C,,0,,
2006,12,343,1,11,47,681577.775,3535180.082,PE,M,,,,,20,0C334C,*,0,,
2003,2,296,1,11,43,681552.382,3535178.914,PE,M,,,,,28,722,,0,,
2007,4,347,1,11,53,681552.442,3535172.6,PE,F,,,,,,,,,,
2007,5,348,1,11,54,681558.877,3535172.847,PM,F,,,,,18,0C7004,*,,,
2003,10,305,1,11,55,681565.336,3535173.196,PE,F,,,,,20,78565B,,0,,
2006,11,342,1,11,57,681578.226,3535174.965,PM,M,,,,,12,58755F,*,0,,
2007,4,347,1,11,57,681578.226,3535174.965,RM,F,,,,,9,153D34,*,,,
2007,12,355,1,11,57,681578.226,3535174.965,PE,F,,,,,20,3F4A10,,,,
2007,10,353,1,11,65,681565.391,3535166.928,PM,F,,,E,,21,0A293F,*,,,
2007,5,348,1,11,62,681546.346,3535166.072,PM,M,,,,,23,2F793B,*,,,
2003,3,298,1,11,71,681540.366,3535159.497,PE,M,,,,,27,6D7C5E,*,0,,
2003,10,305,1,11,72,681546.537,3535159.927,PE,M,,,,,17,47903,*,0,,
2003,9,304,1,11,75,681565.56,3535161.035,PE,F,,,,,22,78565B,,0,,
2007,4,347,1,11,75,681565.56,3535161.035,PE,M,,,,,23,445A50,,,,
2007,11,354,1,11,76,681571.666,3535161.262,PM,M,,,,,24,2F793D,,,,
2002,5,288,1,11,77,681578.107,3535161.537,PE,M,,,,,22,722,,0,,
2003,11,306,1,12,11,681614.849,3535213.9,PE,F,,,,,21,78565B,,0,,
2006,12,343,1,12,15,681639.348,3535214.812,PE,M,,,,,27,074B0B,*,0,,
2001,9,280,1,12,16,681645.755,3535215.053,PE,F,,,E,,21,76465C,*,0,,
2003,3,298,1,12,16,681645.755,3535215.053,RM,F,,,,P,9,27777F,,0,,
2004,2,309,1,12,16,681645.755,3535215.053,PE,M,,,,,20,3B4460,*,0,,
2008,4,359,1,12,16,681645.755,3535215.053,PM,F,,,,,24,4B0968,,,,
2003,2,296,1,12,16,681645.755,3535215.053,RM,F,,,,,14,27777F,*,0,,
2002,7,290,1,12,17,681651.821,3535215.389,PE,M,,,,,23,722,,0,,
2003,12,307,1,12,17,681651.821,3535215.389,PE,M,,,,,20,47903,,0,,
2007,8,351,1,12,27,681651.967,3535209.041,PM,M,,,,,20,216168,*,,,
2007,5,348,1,12,26,681645.618,3535208.647,PM,M,,,,,21,2F793D,*,,,
2007,12,355,1,12,26,681645.618,3535208.647,PM,M,,,,,25,2F793D,,,,
2007,11,354,1,12,31,681614.822,3535200.991,PE,M,,,,,21,50132C,,,,
2003,3,297,1,12,32,681621.092,3535200.895,PE,F,,,,,26,78565B,,0,,
2008,5,360,1,12,36,681645.847,3535202.988,PM,M,,,,,23,2F793D,,,,
2007,7,350,1,12,37,681652.017,3535203.27,RM,M,,,,,12,36172B,,,,
2002,1,284,1,12,37,681652.017,3535203.27,PE,F,,,,,15,172703,*,0,,
2007,12,355,1,12,47,681652.335,3535196.674,PM,F,,,,,23,4B0968,*,,,
2005,12,330,1,12,47,681652.335,3535196.674,RM,F,,,,,10,3D4B37,*,0,,
2002,6,289,1,12,47,681652.335,3535196.674,PE,F,,,,,23,76465C,,0,,
2002,12,294,1,12,47,681652.335,3535196.674,PE,F,,,,,23,777E25,*,0,,
2008,5,360,1,12,46,681646.031,3535196.461,PM,F,,,,,24,4B0968,,,,
2001,5,276,1,12,46,681646.031,3535196.461,PE,M,,,,,20,664,*,0,,
2007,11,354,1,12,46,681646.031,3535196.461,RM,,,,,,,,,,,
2007,9,352,1,12,41,681614.727,3535194.917,PM,M,,,,,28,2F793D,,,,
2007,12,355,1,12,54,681633.721,3535189.674,RM,M,,,,,11,51005B,,,,
