yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagina,nipples,pregnant,wgt,tag,note2,ltag,note3,note5
2007,2,345,1,2,46,681313.936,3535264.884,PE,M,,,,,22,074472,,,,
2006,1,332,1,2,46,681313.936,3535264.884,PE,F,,,,,20,1A105F,,0,,
2009,5,373,1,2,46,681313.936,3535264.884,PE,M,,,,,21,557177,*,,,
2007,8,351,1,2,46,681313.936,3535264.884,RM,M,,,,,21,393A7F,*,,,
2004,2,309,1,2,46,681313.936,3535264.884,PE,M,,,,,23,1B5719,,0,,
2006,12,343,1,2,46,681313.936,3535264.884,PE,F,,,E,,23,0C6D1C,,0,,
2007,4,347,1,2,46,681313.936,3535264.884,PE,F,,,,,19,321D09,*,,,
2009,2,370,1,2,46,681313.936,3535264.884,PE,M,,,,,21,054574,*,,,
2005,11,329,1,2,46,681313.936,3535264.884,PE,F,,,E,P,23,1A105F,*,0,,
2003,8,303,1,2,46,681313.936,3535264.884,PE,M,,,,,18,68223A,,0,,
2008,6,361,1,2,45,681307.428,3535263.914,RM,M,,,,,9,010E6E,*,,,
2008,10,366,1,2,45,681307.428,3535263.914,PE,M,,,,,19,0F4F74,,,,
2002,2,285,1,2,45,681307.428,3535263.914,RM,M,,,,,8,4A0E06,*,0,,
2002,1,284,1,2,45,681307.428,3535263.914,PE,F,,,,,23,46546D,,0,,
2007,1,344,1,2,45,681307.428,3535263.914,PE,M,,,,,21,074472,,,,
2003,2,296,1,2,45,681307.428,3535263.914,PE,F,,,,,23,0F0851,*,0,,
2007,7,350,1,2,45,681307.428,3535263.914,PE,M,,,,,20,75537B,,,,
2007,6,349,1,2,45,681307.428,3535263.914,PE,M,,,,,17,1C0C23,*,,,
2006,3,333,1,2,45,681307.428,3535263.914,PE,F,,,,P,20,315942,*,0,,
2004,10,317,1,2,44,681301.632,3535264.143,PE,M,,,,,18,580245,*,0,,
2009,2,370,1,2,44,681301.632,3535264.143,RM,M,,,,,11,561447,*,,,
2003,3,298,1,2,44,681301.632,3535264.143,PE,M,,,,,17,4D1935,,0,,
2007,12,355,1,2,44,681301.632,3535264.143,PM,M,,,,,,002728,,,,
2008,11,367,1,2,44,681301.632,3535264.143,PE,F,,,E,,25,307A0B,*,,,
2001,1,272,1,2,42,681289.081,3535264.276,RM,M,,,,,11,7D6003,,0,,
2008,5,360,1,2,42,681289.081,3535264.276,PM,F,,,E,,26,3C652B,,,,
2009,2,370,1,2,41,681282.798,3535263.925,PE,F,,,,P,22,307A0B,,,,
2007,12,355,1,2,41,681282.798,3535263.925,RM,M,,,,,10,210438,,,,
2002,5,288,1,2,51,681282.945,3535257.878,PE,F,,,,,16,160F52,*,0,,
2007,3,346,1,2,51,681282.945,3535257.878,RM,M,,,,,13,452E5A,*,,,
2008,4,359,1,2,52,681289.107,3535258.095,PM,M,,,,,24,002728,,,,
2003,10,305,1,2,53,681295.136,3535258.281,PE,M,,,,,16,354041,,0,,
2001,10,281,1,2,53,681295.136,3535258.281,PE,M,,,,,31,5D4F0A,*,0,,
2001,12,283,1,2,54,681301.212,3535258.449,PE,M,,,,,22,5D4F0A,,0,,
2007,10,353,1,2,54,681301.212,3535258.449,PE,M,,,,,21,042E25,,,,
2008,3,358,1,2,54,681301.212,3535258.449,PE,M,,,,,27,042E25,,,,
2003,3,298,1,2,54,681301.212,3535258.449,PE,M,,,,,18,662B63,,0,,
2008,1,356,1,2,55,681307.359,3535258.498,PE,M,,,,,26,042E25,,,,
2008,6,361,1,2,56,681313.721,3535258.829,PE,M,,,,,20,476056,*,,,
2003,7,302,1,2,56,681313.721,3535258.829,PE,M,,,,,14,354041,*,0,,
2000,3,263,1,2,56,681313.721,3535258.829,RM,F,,,E,P,13,580,*,0,,
2008,6,362,1,2,56,681313.721,3535258.829,PM,M,,,,,22,002728,,,,
2005,11,329,1,2,57,681320.355,3535259.102,PE,M,,,,,20,223C2C,*,0,,
2000,11,270,1,2,57,681320.355,3535259.102,PE,M,,,,,23,470250,*,0,,
2003,5,299,1,2,57,681320.355,3535259.102,RM,M,,,,,11,141D08,,0,,
2006,1,332,1,2,67,681320.572,3535252.634,PM,M,,,,,20,7D3046,*,0,,
2007,4,347,1,2,66,681313.937,3535252.562,PM,M,J,,,,25,1C0833,,,,
2007,3,346,1,2,66,681313.937,3535252.562,PE,M,,,,,24,52072F,*,,,
2006,11,342,1,2,65,681307.858,3535252.425,PE,F,,,,P,25,0C6D1C,*,0,,
2002,5,288,1,2,65,681307.858,3535252.425,PE,M,,,,,21,284734,*,0,,
2003,3,298,1,2,65,681307.858,3535252.425,PE,F,,,,,18,064C71,,0,,
2007,3,346,1,2,64,681301.431,3535252.109,PE,F,,,E,P,28,3D5652,,,,
2009,8,376,1,2,63,681295.436,3535251.847,PE,M,,,,,14,000801,*,000802,*,
2003,12,307,1,2,63,681295.436,3535251.847,PE,F,,,,,16,670F69,,0,,
2007,1,344,1,2,63,681295.436,3535251.847,PE,F,,,,,25,3D5652,*,,,
2003,3,297,1,2,63,681295.436,3535251.847,PE,M,,,,,26,662B63,*,0,,
2006,3,334,1,2,63,681295.436,3535251.847,PE,F,,P,,,20,6F121E,,0,,
2001,11,282,1,2,62,681289.264,3535251.601,PE,M,,,,,22,5D4F0A,,0,,
2002,12,294,1,2,62,681289.264,3535251.601,PE,M,,,,,21,342869,*,0,,
2007,4,347,1,2,62,681289.264,3535251.601,PE,M,,,,,27,52072F,,,,
2006,1,332,1,2,62,681289.264,3535251.601,PE,F,,,,,16,,,0,,D
2007,2,345,1,2,62,681289.264,3535251.601,PE,F,,,,,26,3D5652,,,,
2008,5,360,1,2,61,681283.006,3535251.574,RM,F,,,,,10,322E32,*,,,
2008,4,359,1,2,61,681283.006,3535251.574,RM,M,,,,,12,210438,,,,
2006,1,332,1,2,61,681283.006,3535251.574,RM,F,,,,,11,2A506F,,0,,
2006,1,331,1,2,71,681283.161,3535245.256,PM,M,,,,,23,781E48,*,,,
2005,12,330,1,2,71,681283.161,3535245.256,RM,F,,,,,10,2A506F,*,0,,
2005,7,325,1,2,71,681283.161,3535245.256,PE,M,,,,,17,6D6E77,*,0,,
2004,12,319,1,2,71,681283.161,3535245.256,PE,F,,,,,28,746967,,0,,
2007,7,350,1,2,71,681283.161,3535245.256,PE,M,,,,,19,042E25,*,,,
2003,2,296,1,2,71,681283.161,3535245.256,PE,F,,,,,22,50765D,*,0,,
2003,2,296,1,2,72,681289.665,3535245.266,RM,M,,,,,12,141D08,*,0,,
2006,3,334,1,2,72,681289.665,3535245.266,PE,M,,,,,22,170E27,,0,,
2004,10,317,1,2,72,681289.665,3535245.266,PE,M,,,,,22,496639,*,0,,
2006,3,333,1,2,72,681289.665,3535245.266,PE,F,,,,,20,6F121E,,0,,
2005,9,328,1,2,72,681289.665,3535245.266,PE,F,,,,E,26,0C1537,*,0,,
2003,3,298,1,2,72,681289.665,3535245.266,PE,F,,,,P,20,50765D,,0,,
2005,12,330,1,2,73,681295.364,3535245.413,PE,F,,,,,20,6F121E,*,0,,
2006,3,333,1,2,73,681295.364,3535245.413,PE,M,,,,,22,170E27,*,0,,
2006,5,336,1,2,73,681295.364,3535245.413,PM,M,,,,,26,5C6F74,*,,,
2006,1,331,1,2,73,681295.364,3535245.413,PE,F,,,,,20,6F121E,,,,
2002,2,285,1,2,73,681295.364,3535245.413,PE,M,,,,,25,5D4F0A,,0,,
2001,11,282,1,2,73,681295.364,3535245.413,PE,F,,,E,,21,004D5D,*,0,,
2007,10,353,1,2,73,681295.364,3535245.413,PE,F,,,,,23,4E1148,,,,
2007,12,355,1,2,74,681301.634,3535245.835,PE,M,,,,,24,042E25,,,,
2005,1,320,1,2,74,681301.634,3535245.835,PM,M,,,,,22,7F0F41,*,0,,
2006,1,331,1,2,74,681301.634,3535245.835,RM,F,,,,,10,2A506F,,,,
2008,5,360,1,2,75,681307.824,3535246.046,PE,M,,,,,35,042E25,,,,
2009,12,380,1,2,75,681307.824,3535246.046,PE,M,,,,,18,000891,*,000892,*,
2007,11,354,1,2,75,681307.824,3535246.046,RM,M,,,,,,210438,*,,,
2003,5,300,1,2,77,681320.474,3535246.3,RM,F,,,,,10,2B7E60,*,0,,
2008,5,360,1,2,77,681320.474,3535246.3,PM,M,,,,,20,002728,,,,
2002,7,290,1,2,77,681320.474,3535246.3,PE,F,,,E,,22,46546D,,0,,
2005,1,320,2,3,11,681356.481,3535285.004,PE,F,,,B,,22,746967,,0,,
2001,11,282,2,3,11,681356.481,3535285.004,PE,F,,,E,P,24,46546D,,0,,
2003,6,301,2,3,11,681356.481,3535285.004,PE,F,,,,,25,46546D,,0,,
2002,12,295,2,3,11,681356.481,3535285.004,PE,F,,,,,19,796B5E,*,0,,
2007,3,346,2,3,11,681356.481,3535285.004,RM,M,,,,,10,0F5A1F,*,,,
2007,12,355,2,3,11,681356.481,3535285.004,PM,F,,,,,30,3C652B,,,,
2008,4,359,2,3,11,681356.481,3535285.004,PE,F,,,E,,24,4A261F,,,,
2005,10,328,2,3,11,681356.481,3535285.004,PE,F,,,,,16,15809,*,0,,
2003,5,299,2,3,11,681356.481,3535285.004,PE,F,,,E,P,28,46546D,,0,,
2008,5,360,2,3,11,681356.481,3535285.004,PE,F,,,E,,24,4A261F,,,,
2008,1,356,2,3,11,681356.481,3535285.004,RM,M,,,,,11,79344E,,,,
2003,2,296,2,3,11,681356.481,3535285.004,PE,F,,,E,,35,46546D,,0,,
2006,1,332,2,3,11,681356.481,3535285.004,PE,M,,,,,22,223C2C,,0,,
2000,11,270,2,3,12,681362.693,3535285.172,PE,M,,,,,23,693250,*,0,,
2007,11,354,2,3,12,681362.693,3535285.172,PE,F,,,,,23,4A261F,*,,,
2003,7,302,2,3,12,681362.693,3535285.172,RM,M,,,,,10,396B48,*,0,,
2008,10,366,2,3,12,681362.693,3535285.172,PE,M,,,,,19,0F4F74,,,,
2008,9,365,2,3,12,681362.693,3535285.172,PE,M,,,,,,0F4F74,*,,,
2008,3,358,2,3,12,681362.693,3535285.172,PM,M,,,,,25,002728,,,,
2006,11,342,2,3,12,681362.693,3535285.172,PE,F,J,,,,13,2D1A08,*,0,,
2009,3,371,2,3,12,681362.693,3535285.172,PE,M,,,,,21,0F4F74,,,,
2008,4,359,2,3,12,681362.693,3535285.172,PM,F,,,E,,31,3C652B,,,,
2008,1,356,2,3,12,681362.693,3535285.172,PM,F,,,,,35,3C652B,,,,
2006,1,332,2,3,12,681362.693,3535285.172,PE,F,,,,,23,1A105F,,0,,
2008,6,361,2,3,14,681375.047,3535285.925,PE,M,,,,,20,476056,*,,,
2008,3,358,2,3,15,681381.567,3535286.302,PM,F,,,,,35,3C652B,,,,
2008,1,356,2,3,16,681387.47,3535286.477,RM,F,,,,,9,,,,,
2007,11,354,2,3,26,681387.271,3535280.425,PM,F,,,E,,22,7C1129,*,,,
2007,11,354,2,3,25,681381.731,3535279.948,PM,F,,,,,25,3C652B,*,,,
2001,10,281,2,3,23,681368.726,3535280.63,PE,F,,,,,22,46546D,*,0,,
2000,11,270,2,3,23,681368.726,3535280.63,PE,M,,,,,20,470250,*,0,,
2007,4,347,2,3,23,681368.726,3535280.63,PE,F,,,E,,24,2B641B,,,,
2002,2,285,2,3,22,681362.763,3535279.346,PE,F,,,,,24,46546D,,0,,
2003,3,297,2,3,22,681362.763,3535279.346,PE,F,,,E,,26,46546D,,0,,
2008,5,360,2,3,22,681362.763,3535279.346,PM,F,,,E,,25,650F24,,,,
2008,2,357,2,3,21,681356.387,3535279.118,RM,M,,,,,11,79344E,,,,
2008,4,359,2,3,21,681356.387,3535279.118,PM,F,,,,,31,650F24,,,,
2003,2,296,2,3,21,681356.387,3535279.118,RM,M,,,,,11,014E3A,*,0,,
2007,3,346,2,3,21,681356.387,3535279.118,PE,F,,,,,19,2B641B,*,,,
2003,10,305,2,3,21,681356.387,3535279.118,PE,F,,,,,15,670F69,,0,,
2008,3,358,2,3,31,681356.749,3535272.744,PM,F,,,,,27,650F24,*,,,
2008,4,359,2,3,32,681363.257,3535273.125,PM,M,,,,,25,002728,,,,
2003,12,307,2,3,33,681368.994,3535273.542,PE,M,,,,,23,1B5719,,0,,
2007,11,354,2,3,36,681387.977,3535274.163,RM,M,,,,,6,5B2062,*,,,
2008,1,356,2,3,37,681394.905,3535274.251,RM,F,,,,,11,6D6B5A,*,,,
2008,5,360,2,3,37,681394.905,3535274.251,RM,M,,,,,8,4C5078,*,,,
2007,12,355,2,3,44,681375.85,3535267.436,PM,M,,,,,25,2C4544,*,,,
2007,11,354,2,3,43,681369.564,3535267.089,PM,M,,,,,24,002728,,,,
2007,11,354,2,3,42,681363.271,3535266.849,RM,M,,,,,10,79344E,*,,,
2006,12,343,2,3,51,681357.08,3535260.788,PE,F,,,,,10,1947,*,0,,
2008,11,367,2,3,54,681375.618,3535261.661,PE,F,,,,,20,307A0B,,,,
2002,2,285,2,3,57,681394.635,3535262.485,PM,M,,,,,19,494D21,*,0,,
2007,3,346,2,3,63,681369.626,3535254.508,RM,F,,,E,,13,53325E,*,,,
2008,3,358,2,3,74,681376.105,3535248.191,RM,M,,,,,12,520490,*,,,
2008,4,359,2,3,77,681395.156,3535249.083,RM,F,,,,,12,6D6B5A,,,,
2008,5,360,1,4,12,681438.221,3535287.808,RM,F,,,,,7,2C4303,*,,,
2008,2,357,1,4,15,681457.112,3535288.116,RM,F,,,,,11,3F376B,*,,,
2008,1,356,1,4,17,681469.813,3535288.502,RM,F,,,,,10,461A4E,*,,,
2007,11,354,1,4,17,681469.813,3535288.502,RM,F,,,,,8,2C290B,*,,,
2008,6,362,1,4,17,681469.813,3535288.502,PM,F,,,E,,29,3C652B,,,,
2008,5,360,1,4,47,681470.489,3535269.438,RM,M,,,,,11,2F3E44,*,,,
2002,6,289,1,4,56,681463.976,3535263.124,PE,F,,,,,22,0C5F28,*,0,,
2007,6,349,1,4,57,681471.095,3535263.246,RM,M,,,,,10,68075C,*,,,
2008,6,362,1,4,57,681471.095,3535263.246,RM,F,,,,,7,350E0C,,,,
2008,4,359,1,4,67,681471.196,3535257.042,RM,F,,,,,8,350E0C,*,,,
2007,12,355,1,4,67,681471.196,3535257.042,RM,F,,,,,9,441441,*,,,
2007,11,354,1,4,62,681439.269,3535256.099,RM,M,,,,,7,1A5544,*,,,
2003,2,296,3,5,12,681514.024,3535296.887,RM,F,,,,,12,,,0,,R
2003,7,302,3,5,14,681526.517,3535297.442,PE,F,,,,,13,,,0,,R
2007,6,349,3,5,17,681545.857,3535298.213,PM,M,J,,,,13,,,,,R
2003,2,296,3,5,26,681539.246,3535291.348,RM,M,,,,,11,,,0,,R
2003,3,298,3,5,24,681526.619,3535290.708,PE,F,,,,P,28,,,0,,R
2005,12,330,3,5,24,681526.619,3535290.708,PE,M,,,,,23,,,0,,R
2007,6,349,3,5,32,681514.39,3535283.933,RM,M,,,,,12,,,,,R
2002,5,288,3,5,35,681533.405,3535285.087,RM,M,,,,,11,172B28,,0,,R
2002,10,292,3,5,36,681539.282,3535285.038,PE,F,,,E,,24,,,0,,R
2003,12,307,3,5,37,681546.078,3535285.424,RM,M,,,,,12,,,0,,R
2007,7,350,3,5,37,681546.078,3535285.424,PE,F,,,E,,29,,,,,R
2005,5,323,3,5,47,681546.477,3535279.19,PE,M,,,,,16,,,0,,R
2008,2,357,3,5,47,681546.477,3535279.19,RM,F,,,,,14,,,,,R
2001,11,282,3,5,47,681546.477,3535279.19,PE,M,,,,,18,,,0,,R
2003,5,299,3,5,47,681546.477,3535279.19,PE,M,,,,,13,,,0,,R
2007,6,349,3,5,47,681546.477,3535279.19,PE,F,J,,,,71,,,,,R
2008,1,356,3,5,46,681539.479,3535278.684,RM,F,,,,,8,,,,,R
2007,6,349,3,5,46,681539.479,3535278.684,PM,M,,,,,23,,,,,R
2003,5,299,3,5,46,681539.479,3535278.684,PE,F,J,,,,12,,,0,,R
2007,7,350,3,5,45,681533.369,3535278.413,PE,M,,,,,24,,,,,R
2003,6,301,3,5,45,681533.369,3535278.413,PE,M,,,,,11,,,0,,R
2002,2,285,3,5,45,681533.369,3535278.413,RM,F,,,,,9,,,0,,R
2007,3,346,3,5,43,681520.701,3535277.829,RM,F,,,E,,17,374C7D,,,,R
2003,9,304,3,5,42,681514.452,3535277.643,RM,F,,,E,,11,,,0,,R
2003,3,297,3,5,51,681508.441,3535271.051,RM,F,,,,P,,,,0,,R
2003,3,297,3,5,55,681533.433,3535272.289,RM,M,,,,,10,,,0,,R
2007,3,346,3,5,55,681533.433,3535272.289,RM,F,,,E,,12,,,,,R
2007,10,353,3,5,55,681533.433,3535272.289,PM,M,,,,,20,,,,,R
2007,4,347,3,5,55,681533.433,3535272.289,PM,M,J,,,,15,,,,,R
2003,9,304,3,5,56,681539.499,3535272.379,RM,M,,,,,10,396B48,,0,,R
2003,7,302,3,5,56,681539.499,3535272.379,PE,M,,,,,14,,,0,,R
2007,3,346,3,5,57,681546.357,3535272.758,RM,F,J,,,,6,,,,,R
2001,9,280,3,5,67,681546.562,3535266.35,PE,M,,,,,16,,,0,,R
2003,8,303,3,5,67,681546.562,3535266.35,PE,M,,,,,20,,,0,,R
2007,3,346,3,5,67,681546.562,3535266.35,PM,F,,,,,16,,,,,R
2007,11,354,3,5,66,681539.674,3535266.199,RM,M,,,,,9,,,,,R
2007,3,346,3,5,66,681539.674,3535266.199,PE,,,,,,,,,,,R
2007,7,350,3,5,65,681533.624,3535265.934,RM,M,,,,,14,,,,,R
2007,7,350,3,5,64,681527.228,3535265.546,RM,M,,,,,14,68075C,,,,R
2007,3,346,3,5,62,681514.77,3535265.165,PM,F,,,E,,24,,,,,R
2007,9,352,3,5,61,681508.548,3535264.898,PM,F,,,E,,21,,,,,R
2008,4,359,3,5,61,681508.548,3535264.898,RM,F,,,,,8,,,,,R
2007,6,349,3,5,71,681508.632,3535258.682,PM,F,,,E,,30,,,,,R
2000,1,261,3,5,72,681514.83,3535258.881,RM,F,,,E,P,19,,,0,,R
2008,1,356,3,5,72,681514.83,3535258.881,RM,M,,,,,10,,,,,R
2000,11,270,3,5,74,681527.388,3535259.421,RM,M,,,,,10,,,0,,R
2002,6,289,3,5,76,681539.909,3535260.021,PE,M,,,,,17,09475E,*,0,,R
2003,2,296,3,5,76,681539.909,3535260.021,RM,F,,,,,11,,,0,,R
2008,1,356,3,5,76,681539.909,3535260.021,RM,M,,,,,9,,,,,R
2001,5,276,3,5,77,681546.502,3535260.344,PE,M,,,,,19,,,0,,R
2003,2,296,3,5,77,681546.502,3535260.344,RM,F,,,,,11,,,0,,R
2000,11,270,3,5,77,681546.502,3535260.344,RM,M,,,,,10,,,0,,R
2003,8,303,3,5,77,681546.502,3535260.344,PE,F,J,,,,18,,,0,,R
2008,7,363,2,6,11,681583.155,3535309.429,PE,M,,,,,26,086859,*,,,
2007,5,348,2,6,12,681589.235,3535309.588,PE,F,,,,,17,74515B,*,,,
2007,5,348,2,6,15,681608.232,3535310.213,RM,F,,,E,,11,0B6B54,*,,,
2007,10,353,2,6,15,681608.232,3535310.213,PE,F,J,,,,16,3F4A10,*,,,
2005,4,322,2,6,17,681620.994,3535310.521,PE,F,,,E,P,22,382300,*,0,,
2003,5,300,2,6,26,681614.385,3535303.586,PE,F,,,,,16,687530,*,0,,
2008,3,358,2,6,26,681614.385,3535303.586,RM,M,,,,,9,1A0372,*,,,
2000,3,263,2,6,26,681614.385,3535303.586,RM,M,,,,,13,541,*,0,,
2008,1,356,2,6,26,681614.385,3535303.586,PM,M,,,,,26,5A4942,,,,
2008,5,360,2,6,22,681589.567,3535302.974,RM,F,,,,,9,5A7C0C,,,,
2008,2,357,2,6,33,681595.415,3535297.033,RM,M,,,,,12,0E1846,*,,,
2007,10,353,2,6,35,681608.105,3535297.261,PE,F,,,,,15,31072A,*,,,
2008,1,356,2,6,37,681620.934,3535297.511,RM,F,,,,,9,5A7C0C,*,,,
2007,11,354,2,6,37,681620.934,3535297.511,PE,F,,,,,21,3F4A10,,,,
2008,6,361,2,6,53,681595.407,3535284.033,RM,F,,,,,9,5A7C0C,,,,
2007,12,355,2,6,53,681595.407,3535284.033,RM,M,,,,,9,503A53,*,,,
2008,3,358,2,6,57,681621.111,3535284.89,RM,M,,,,,10,503A53,,,,
2003,3,297,2,6,67,681620.864,3535278.634,PE,F,,,,P,25,5D0770,*,0,,
2000,9,269,2,6,66,681614.035,3535278.322,RM,M,,,,,8,59604E,*,0,,
2008,2,357,2,6,66,681614.035,3535278.322,PM,M,,,,,25,5A4942,,,,
2002,4,287,2,6,65,681607.923,3535278.127,PE,F,,,,,31,7B4D14,*,0,,
2008,4,359,2,6,63,681595.444,3535277.593,RM,F,,,,,9,5A7C0C,,,,
2007,10,353,2,6,63,681595.444,3535277.593,PE,M,,,,,21,1C0772,*,,,
2008,4,359,2,6,62,681589.199,3535277.371,RM,M,,,,,10,503A53,,,,
2001,1,272,2,6,61,681583.017,3535277.331,PM,F,,,E,,27,584406,*,0,,
2006,12,343,2,6,61,681583.017,3535277.331,RM,F,,,,,8,374C7D,*,0,,
2008,5,360,2,6,72,681589.106,3535271.383,RM,M,,,,,9,503A53,,,,
2007,11,354,2,6,72,681589.106,3535271.383,PM,M,,,,,21,3A136A,*,,,
2004,1,308,2,6,76,681614.16,3535272.192,PE,M,,,,,20,3E2B3E,*,0,,
2007,11,354,2,6,76,681614.16,3535272.192,PE,F,,,,,19,31072A,,,,
2003,3,297,2,6,77,681621.089,3535272.045,PE,M,,,,,25,0D0860,*,0,,
2007,8,351,3,24,11,681685.335,3535256.259,RM,F,,,E,,12,,,,,R
2005,6,324,3,24,11,681685.335,3535256.259,RM,M,,,,,12,7000RM,*,0,,R
2003,11,306,3,24,11,681685.335,3535256.259,PE,M,,,,,19,,,0,,R
2007,12,355,3,24,11,681685.335,3535256.259,RM,F,,,,,12,,,,,R
2007,10,353,3,24,13,681697.943,3535256.935,PE,M,,,,,26,,,,,R
2003,3,298,3,24,13,681697.943,3535256.935,RM,F,,,,,12,261844,,0,,R
2007,7,350,3,24,14,681704.329,3535257.343,PM,M,,,,,21,,,,,R
