yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagina,nipples,pregnant,wgt,tag,note2,ltag,note3,note5
2007,11,354,1,4,26,681463.314,3535281.593,OT,F,,,,,20,536864,,,,
2002,12,294,1,4,26,681463.314,3535281.593,OT,M,,,,,21,146A01,,0,,
2004,12,319,1,4,24,681450.84,3535281.288,OT,M,,,,,22,3C2476,*,0,,
2007,9,352,1,4,22,681438.41,3535281.105,OT,F,,,,,17,5C3A30,*,,,
2007,2,345,1,4,22,681438.41,3535281.105,OT,M,,,,,25,,,,,
2002,11,293,1,4,22,681438.41,3535281.105,OT,M,,,,,21,146A01,*,0,,
2008,5,360,1,4,21,681432.148,3535280.841,OT,M,,,,,24,580A11,,,,
2005,12,330,1,4,21,681432.148,3535280.841,OL,M,,,,,32,1F364B,,0,,
2007,7,350,1,4,21,681432.148,3535280.841,OT,F,,,E,,25,356E39,*,,,
2009,1,369,1,4,21,681432.148,3535280.841,OT,F,,,,,24,5C3A30,,,,
2007,11,354,1,4,21,681432.148,3535280.841,OT,M,,,,,20,44415E,,,,
2000,12,271,1,4,21,681432.148,3535280.841,OT,F,,,,,25,461C52,,0,,
2003,7,302,1,4,31,681432.461,3535274.75,OT,M,,,,,14,26923,*,0,,
2005,11,329,1,4,31,681432.461,3535274.75,OL,F,,,E,,35,4B075B,,0,,
2003,6,301,1,4,31,681432.461,3535274.75,OT,M,,,,,26,146A01,,0,,
2007,10,353,1,4,31,681432.461,3535274.75,OT,F,,,,,20,536864,,,,
2007,12,355,1,4,33,681444.699,3535275.296,OT,M,,,,,20,44415E,,,,
2003,9,304,1,4,35,681457.337,3535275.761,OT,F,,,,,30,063A0D,,0,,
2008,4,359,1,4,35,681457.337,3535275.761,OT,M,,,,,26,580A11,*,,,
2000,8,268,1,4,47,681470.489,3535269.438,OT,M,,,,,20,0A7378,*,0,,
2005,1,320,1,4,46,681463.819,3535269.264,OT,M,,,,,26,3C2476,,0,,
2008,4,359,1,4,44,681451.187,3535268.983,OT,F,,,,,21,5C3A30,,,,
2009,10,378,1,4,44,681451.187,3535268.983,OT,F,,,R,,25,5C3A30,,,,
2007,10,353,1,4,43,681444.931,3535268.816,OT,M,,,,,20,44415E,*,,,
2007,3,346,1,4,43,681444.931,3535268.816,OT,M,,,,,24,362543,*,,,
2005,5,323,1,4,43,681444.931,3535268.816,OT,F,,,E,,26,70427C,*,0,,
2004,1,308,1,4,42,681438.723,3535268.488,OT,M,,,,,28,146A01,,0,,
2008,6,362,1,4,41,681432.374,3535268.447,OT,F,,,E,,21,5C3A30,,,,
2003,11,306,1,4,41,681432.374,3535268.447,OT,M,,,,,24,146A01,,0,,
2007,12,355,1,4,51,681432.771,3535262.237,OT,F,,,,,27,0F457C,,,,
2005,10,328,1,4,52,681438.907,3535262.433,OL,F,,,,P,46,4B075B,*,0,,
2005,11,329,1,4,52,681438.907,3535262.433,OT,M,J,,,,15,195363,*,0,,
2007,11,354,1,4,52,681438.907,3535262.433,OT,F,,,,,25,0F457C,*,,,
2005,10,328,1,4,53,681445.12,3535262.611,OL,M,,,,,32,1F364B,*,0,,
2002,4,287,1,4,53,681445.12,3535262.611,OT,F,,,E,,28,66680D,,0,,
2003,8,303,1,4,54,681451.317,3535262.651,OT,M,,,,,28,146A01,,0,,
2000,11,270,1,4,56,681463.976,3535263.124,OT,M,,,,,25,6E3E60,*,0,,
2005,4,322,1,4,67,681471.196,3535257.042,OT,F,,,,,24,783D5C,*,0,,
2003,7,302,1,4,67,681471.196,3535257.042,OT,F,,,,,24,063A0D,,0,,
2003,5,299,1,4,66,681464.856,3535256.388,OT,M,,,,,26,146A01,,0,,
2003,5,300,1,4,66,681464.856,3535256.388,OT,F,,,E,,27,063A0D,*,0,,
2000,11,270,1,4,65,681458.185,3535256.555,OT,F,,,,,,461C52,*,0,,
2009,4,372,1,4,65,681458.185,3535256.555,OT,F,,,E,,25,122532,,,,
2001,1,272,1,4,64,681451.682,3535256.398,OT,M,,,,,,,,0,,E
2009,9,377,1,4,64,681451.682,3535256.398,OT,F,,,E,,25,5C3A30,,,,
2007,11,354,1,4,64,681451.682,3535256.398,OL,M,,,,,35,296C40,*,,,
2005,11,329,1,4,63,681445.447,3535256.231,OL,M,,,,,32,1F364B,,0,,
2001,1,272,1,4,63,681445.447,3535256.231,OT,M,,,,,22,04773A,*,0,,
2006,5,336,1,4,62,681439.269,3535256.099,OL,M,,,,,37,1F364B,,0,,
2001,3,274,1,4,62,681439.269,3535256.099,OT,F,,,E,,29,461C52,,0,,
2009,1,369,1,4,62,681439.269,3535256.099,OT,F,,,,,21,122532,*,,,
2007,9,352,1,4,71,681433.408,3535249.921,OT,F,,,,,20,536864,*,,,
2003,6,301,1,4,71,681433.408,3535249.921,OT,F,,,E,,24,063A0D,,0,,
2003,5,299,1,4,71,681433.408,3535249.921,OT,F,,,E,P,29,063A0D,*,0,,
2000,12,271,1,4,72,681439.501,3535249.971,OT,M,,,,,24,6E3E60,,0,,
2004,6,313,1,4,72,681439.501,3535249.971,OT,F,,,E,,25,436B01,*,0,,
2009,8,376,1,4,74,681451.799,3535250.186,OT,F,,,E,,27,5C3A30,,,,
2005,11,329,1,4,75,681458.373,3535250.487,OT,M,J,,,,12,6D467D,*,0,,
2001,9,280,1,4,75,681458.373,3535250.487,OT,F,,,,,,66680D,*,0,,
2001,10,281,1,4,76,681464.291,3535250.685,OT,M,,,,,25,360B14,*,0,,
2007,6,349,1,4,76,681464.291,3535250.685,OT,M,,,,,25,362543,,,,
2005,6,324,1,4,76,681464.291,3535250.685,OT,F,,,E,P,35,4C1641,*,0,,
2003,11,306,3,5,16,681538.955,3535298.178,OT,M,,,,,23,766B71,,0,,R
2002,11,293,3,5,21,681507.906,3535289.743,OT,F,,,,,17,,,0,,R
2003,2,296,3,5,36,681539.282,3535285.038,OT,M,,,,,23,,,0,,R
2007,10,353,3,5,51,681508.441,3535271.051,OT,F,,,,,22,,,,,R
2003,5,299,3,5,56,681539.499,3535272.379,OT,F,J,,,,13,,,0,,R
2007,10,353,3,5,64,681527.228,3535265.546,OT,M,,,,,20,,,,,R
2008,6,362,3,5,64,681527.228,3535265.546,OT,F,,,E,,22,503B69,,,,R
2003,3,297,3,5,61,681508.548,3535264.898,OT,F,,,,,24,,,0,,R
2000,6,265,3,5,72,681514.83,3535258.881,OT,F,,,B,,,680,,0,,R
2003,2,296,3,5,72,681514.83,3535258.881,OT,M,,,,,22,,,0,,R
2003,5,299,3,5,75,681533.81,3535259.599,OT,M,,,,,21,,,0,,R
2002,12,294,3,5,75,681533.81,3535259.599,OT,F,,,,,22,,,0,,R
2008,5,360,3,5,77,681546.502,3535260.344,OT,M,,,,,25,,,,,R
2003,3,298,2,6,11,681583.155,3535309.429,OT,M,,,,,29,32420A,,0,,
2005,4,322,2,6,11,681583.155,3535309.429,OT,M,,,,,25,,,0,,D
2004,9,316,2,6,11,681583.155,3535309.429,OT,F,,,B,,30,44BE73,*,0,,
2004,2,309,2,6,11,681583.155,3535309.429,OT,F,,,,,26,443B7E,,0,,
2008,3,358,2,6,11,681583.155,3535309.429,OL,M,,,,,43,08100F,,,,
2008,6,362,2,6,11,681583.155,3535309.429,OL,M,,,,,35,296C40,,,,
2003,9,304,2,6,12,681589.235,3535309.588,OT,F,,,,,27,443B7E,,0,,
2004,3,310,2,6,13,681595.529,3535309.77,OT,F,,,E,,26,443B7E,,0,,
2006,1,331,2,6,13,681595.529,3535309.77,OT,F,,,,,20,38191C,,,,
2008,3,358,2,6,13,681595.529,3535309.77,OL,M,,,,,40,296C40,,,,
2007,6,349,2,6,14,681601.719,3535310.049,OT,F,,,,,18,0F1804,*,,,
2000,2,262,2,6,14,681601.719,3535310.049,OT,M,,,,,26,554,,0,,
2003,3,297,2,6,15,681608.232,3535310.213,OT,M,,,,,29,32420A,,0,,
2007,7,350,2,6,15,681608.232,3535310.213,OT,F,,,E,,24,65572C,*,,,
2000,3,263,2,6,15,681608.232,3535310.213,OT,F,,,,,26,506,,0,,
2003,5,299,2,6,17,681620.994,3535310.521,OT,F,,,E,,28,443B7E,,0,,
2004,1,308,2,6,17,681620.994,3535310.521,OT,F,,,,,24,443B7E,,0,,
2001,1,272,2,6,17,681620.994,3535310.521,OT,M,,,,,,414416,*,0,,
2004,5,312,2,6,17,681620.994,3535310.521,OT,F,,,E,,24,443B7E,,0,,
2005,1,320,2,6,17,681620.994,3535310.521,OT,F,,,,,26,443B7E,,0,,
2005,3,321,2,6,17,681620.994,3535310.521,OT,M,,,,,30,311928,,0,,
2000,12,271,2,6,27,681621.051,3535303.571,OT,F,,,,,23,6D1E03,,0,,
2006,3,333,2,6,27,681621.051,3535303.571,OT,M,,,,,23,1F1F3E,*,0,,
2001,9,280,2,6,27,681621.051,3535303.571,OT,M,,,,,23,730,,0,,
2004,12,319,2,6,27,681621.051,3535303.571,OT,M,,,,,26,311928,,0,,
2005,3,321,2,6,27,681621.051,3535303.571,OT,M,,,,,30,575C75,,0,,
2006,3,333,2,6,25,681608.188,3535303.396,OT,F,,,,,24,4B4C0E,*,0,,
2007,11,354,2,6,25,681608.188,3535303.396,OT,F,,,,,25,65572C,,,,
2005,11,329,2,6,24,681601.264,3535303.078,OT,M,,,,,24,3B0D18,,0,,
2007,3,346,2,6,24,681601.264,3535303.078,OT,F,,,E,P,26,312928,*,,,
2003,5,300,2,6,23,681595.494,3535303.041,OT,F,,,E,,24,443B7E,,0,,
2006,4,335,2,6,23,681595.494,3535303.041,OT,M,,,,,29,1F1F3E,,0,,
2004,10,317,2,6,31,681583.013,3535296.584,OT,F,,,B,,28,443B7E,,0,,
2008,4,359,2,6,32,681589.036,3535296.716,OL,M,J,,,,11,44275A,*,,,
2007,12,355,2,6,33,681595.415,3535297.033,OT,F,,,,,25,017814,*,,,
2003,6,301,2,6,35,681608.105,3535297.261,OT,F,,,B,P,24,5D4924,*,0,,
2002,2,285,2,6,35,681608.105,3535297.261,OT,M,,,,,25,730,,0,,
2005,3,321,2,6,36,681614.037,3535297.382,OT,F,,,,,27,443B7E,,0,,
2003,8,303,2,6,37,681620.934,3535297.511,OT,F,,,E,,29,443B7E,,0,,
2007,10,353,2,6,37,681620.934,3535297.511,OT,M,,,,,25,433E4F,*,,,
2002,12,294,2,6,37,681620.934,3535297.511,OT,F,,,,,24,443B7E,*,0,,
2004,6,313,2,6,37,681620.934,3535297.511,OT,F,,,E,P,28,443B7E,,0,,
2001,5,276,2,6,47,681621.118,3535291.167,OT,F,,,E,P,34,6D1E03,,0,,
2000,4,264,2,6,47,681621.118,3535291.167,OT,M,,,,,33,554,,0,,
2000,11,270,2,6,47,681621.118,3535291.167,OT,F,,,,,25,506,,0,,
2000,1,261,2,6,47,681621.118,3535291.167,OT,M,,,,,27,554,,0,,
2001,10,281,2,6,46,681614.356,3535291.043,OT,M,,,,,22,730,,0,,
2000,11,270,2,6,45,681608.064,3535290.764,OT,F,,,,,22,6D1E03,*,0,,
2002,11,293,2,6,44,681601.66,3535290.5,OT,M,,,,,23,32420A,*,0,,
2003,2,296,2,6,44,681601.66,3535290.5,OT,M,,,,,27,32420A,,0,,
2000,3,263,2,6,43,681595.491,3535290.269,OT,M,,,,,25,109,*,0,,
2004,3,310,2,6,43,681595.491,3535290.269,OT,M,,,,,17,69584C,*,0,,
2001,10,281,2,6,42,681589.298,3535290.119,OT,F,,,E,,27,676F42,*,0,,
2000,12,271,2,6,41,681583.032,3535289.969,OT,M,,,,,22,464C2F,,0,,
2005,7,325,2,6,41,681583.032,3535289.969,OT,F,,,,,27,443B7E,,0,,
2008,6,361,2,6,51,681583.006,3535283.627,OL,M,,,,,33,296C40,,,,
2007,9,352,2,6,51,681583.006,3535283.627,OT,F,,,E,,25,6E245E,*,,,
2007,11,354,2,6,52,681589.171,3535283.838,OT,M,,,,,21,23033B,*,,,
2004,1,308,2,6,52,681589.171,3535283.838,OL,M,,,,,28,624354,*,0,,
2009,12,380,2,6,52,681589.171,3535283.838,OT,F,,,,,27,000889,*,000887,*,
2005,1,320,2,6,53,681595.407,3535284.033,OT,M,,,,,30,311928,,0,,
2007,10,353,2,6,53,681595.407,3535284.033,OT,F,,,,,25,65572C,,,,
2002,12,294,2,6,54,681601.755,3535284.319,OT,M,,,,,21,32420A,,0,,
2008,2,357,2,6,55,681608.085,3535284.417,OL,F,,,,,35,5E3230,*,,,
2001,1,272,2,6,55,681608.085,3535284.417,OT,M,,,,,24,2C3470,,0,,
2004,12,319,2,6,56,681614.301,3535284.677,OT,F,,,,,29,443B7E,,0,,
2003,7,302,2,6,56,681614.301,3535284.677,OT,F,,,B,,22,443B7E,,0,,
2007,12,355,2,6,56,681614.301,3535284.677,OT,M,,,,,28,433E4F,,,,
2002,3,286,2,6,57,681621.111,3535284.89,OT,M,,,,,25,730,,0,,
2003,12,307,2,6,57,681621.111,3535284.89,OT,F,,,,,17,776C2D,*,0,,
2002,12,295,2,6,57,681621.111,3535284.89,OT,F,,,,,24,443B7E,,0,,
2001,8,279,2,6,67,681620.864,3535278.634,OT,M,,,,,20,727,*,0,,
2004,8,315,2,6,67,681620.864,3535278.634,OT,F,,,E,,25,443B7E,,0,,
2000,12,271,2,6,67,681620.864,3535278.634,OT,M,,,,,21,2C3470,,0,,
2001,1,272,2,6,65,681607.923,3535278.127,OT,F,,,,,26,506,,0,,
2003,5,299,2,6,65,681607.923,3535278.127,OT,F,J,,,,12,5F1336,*,0,,
2005,7,325,2,6,65,681607.923,3535278.127,OT,M,,,,,24,3B0D18,*,0,,
2004,7,314,2,6,65,681607.923,3535278.127,OT,F,,,B,,29,443B7E,,0,,
2001,8,279,2,6,65,681607.923,3535278.127,OT,M,,,,,21,730,*,0,,
2001,11,282,2,6,65,681607.923,3535278.127,OT,F,,,,,27,676F42,,0,,
2002,3,286,2,6,64,681601.707,3535277.891,OT,F,,,,,26,487048,*,0,,
2000,8,268,2,6,64,681601.707,3535277.891,OT,M,,,,,26,63024B,*,0,,
2008,2,357,2,6,64,681601.707,3535277.891,OL,M,,,,,41,296C40,,,,
2007,9,352,2,6,64,681601.707,3535277.891,OT,M,,,,,27,652524,*,,,
2003,10,305,2,6,64,681601.707,3535277.891,OT,F,,,,,23,443B7E,,0,,
2000,3,263,2,6,62,681589.199,3535277.371,OT,M,,,,,31,554,,0,,
2008,1,356,2,6,61,681583.017,3535277.331,OT,F,,,,,23,017814,,,,
2003,8,303,2,6,71,681582.858,3535271.198,OT,M,,,,,29,32420A,,0,,
2000,11,270,2,6,71,681582.858,3535271.198,OT,M,,,,,23,464C2F,*,0,,
2004,10,317,2,6,72,681589.106,3535271.383,OT,M,,,,,25,311928,,0,,
2005,10,328,2,6,72,681589.106,3535271.383,OT,F,,,,,20,38191C,*,0,,
2007,11,354,2,6,73,681595.335,3535271.709,OT,F,,,,,20,1E6375,*,,,
2007,9,352,2,6,73,681595.335,3535271.709,OT,F,,,,P,27,65572C,,,,
2003,7,302,2,6,73,681595.335,3535271.709,OT,M,,,,,23,32420A,,0,,
2008,6,362,2,6,74,681601.489,3535271.736,OL,F,,,E,,42,5E3230,,,,
2000,9,269,2,6,74,681601.489,3535271.736,OT,F,,,R,,24,506,,0,,
2000,1,261,2,6,75,681607.88,3535271.967,OT,F,,,,,20,506,,0,,
2001,5,276,2,6,76,681614.16,3535272.192,OT,F,J,,,,14,638,*,0,,
2002,4,287,2,6,77,681621.089,3535272.045,OT,F,,,,,26,484035,*,0,,
2000,12,271,2,6,77,681621.089,3535272.045,OT,F,,,,,24,506,,0,,
2007,12,355,3,24,12,681691.558,3535256.566,OT,,,,,,,,,,,R
2003,7,302,3,24,14,681704.329,3535257.343,OT,M,,,,,18,,,0,,R
2001,11,282,3,24,24,681704.574,3535251.141,OT,F,,,,,23,783C40,,0,,R
2003,8,303,3,24,31,681685.694,3535244.007,OT,M,,,,,27,,,0,,R
2007,11,354,3,24,34,681704.774,3535245.077,OT,F,,,,,26,,,,,R
2000,7,266,3,24,37,681723.888,3535246.206,OT,M,,,,,21,,,0,,R
2007,8,351,3,24,37,681723.888,3535246.206,OT,M,,,,,25,,,,,R
2007,11,354,3,24,44,681705.074,3535238.701,OT,,,,,,,,,,,R
2007,7,350,3,24,56,681717.731,3535233.419,OL,M,,,,,23,6B4901,,,,R
2006,1,331,3,24,56,681717.731,3535233.419,OT,M,,,,,18,,,,,
2007,3,346,3,24,63,681699.254,3535225.879,OL,M,,,,,23,6B4901,,,,R
2003,9,304,3,24,62,681692.951,3535225.411,OT,M,,,,,23,,,0,,R
2001,10,281,3,24,73,681699.472,3535219.749,OT,M,,,,,22,,,0,,R
2005,8,326,3,7,11,681209.601,3535195.636,OT,F,,,B,,21,,,0,,R
2005,11,329,3,7,11,681209.601,3535195.636,OT,M,,,,,23,,,0,,R
2009,12,380,3,7,11,681209.601,3535195.636,OT,M,,,,,31,000821,,000822,,R
2009,4,372,3,7,11,681209.601,3535195.636,OL,M,,,,,29,,,,,R
2005,9,327,3,7,12,681215.929,3535195.765,OT,M,,,,,,,,0,,R
2007,11,354,3,7,13,681221.569,3535195.922,OL,,,,,,,,,,,R
2001,1,272,3,7,13,681221.569,3535195.922,OT,M,,,,,26,7E5756,,0,,R
2007,11,354,3,7,14,681227.8,3535196.238,OT,F,,,,,27,,,,,R
2002,7,290,3,7,14,681227.8,3535196.238,OT,F,,,E,,25,45753E,,0,,R
2006,6,337,3,7,14,681227.8,3535196.238,OT,F,,,E,,28,,,0,,R
2006,3,333,3,7,14,681227.8,3535196.238,OT,F,,,,,23,504464,,0,,R
2002,6,289,3,7,16,681240.231,3535196.998,OT,,,,,,,,,,,R
2005,10,328,3,7,16,681240.231,3535196.998,OT,F,,,,,20,,,0,,R
2005,7,325,3,7,17,681246.162,3535197.325,OT,F,,,E,,25,,,0,,R
2009,8,376,3,7,17,681246.162,3535197.325,OT,F,,,E,,32,,,,,R
2009,7,375,3,7,27,681246.668,3535191.137,OL,M,,,,,31,,,,,R
2004,7,314,3,7,27,681246.668,3535191.137,OT,F,,,E,P,29,,,0,,R
2007,12,355,3,7,26,681240.322,3535190.896,OT,F,,,,,21,47112A,,,,R
2009,8,376,3,7,25,681234.267,3535190.555,OL,M,,,,,33,,,,,R
2005,12,330,3,7,23,681221.954,3535189.874,OT,F,,,,,23,,,0,,R
2000,2,262,3,7,22,681215.666,3535189.615,OT,M,,,,,25,527,,0,,R
2008,11,367,3,7,22,681215.666,3535189.615,OT,M,,,,,16,,,,,R
2005,10,328,3,7,31,681209.515,3535183.966,OT,F,,,,E,24,,,0,,R
2009,4,372,3,7,32,681215.676,3535184.209,OL,F,,,,,19,,,,,R
2007,7,350,3,7,35,681234.421,3535184.599,OT,F,,,E,,29,,,,,R
2003,8,303,3,7,35,681234.421,3535184.599,OT,F,,,B,,25,,,0,,R
2001,12,283,3,7,37,681246.726,3535184.784,OT,M,,,,,19,,,0,,R
2001,12,283,3,7,46,681240.488,3535177.914,OT,M,,,,,21,,,0,,R
2005,6,324,3,7,45,681234.493,3535177.661,OT,F,,,,,22,,,0,,R
2006,7,338,3,7,45,681234.493,3535177.661,OT,M,,,,,19,,,0,,R
2007,9,352,3,7,53,681222.198,3535171.066,OT,M,,,,,29,,,,,R
2004,6,313,3,7,54,681228.354,3535171.305,OT,M,,,,,23,,,0,,R
2003,5,299,3,7,55,681234.446,3535171.159,OT,F,,,E,,29,,,0,,R
2005,7,325,3,7,57,681246.87,3535171.649,OT,M,,,,,26,,,0,,R
2000,12,271,3,7,67,681247.171,3535165.55,OT,F,,,,,21,67327F,,0,,R
2007,3,346,3,7,66,681240.905,3535165.297,OL,M,,,,,,6B4901,,,,R
2007,6,349,3,7,65,681234.731,3535165.167,OT,M,,,,,14,,,,,R
2007,11,354,3,7,62,681216.252,3535164.433,OL,F,,,,,29,,,,,R
2001,4,275,3,7,61,681209.934,3535164.104,OT,F,,,E,,27,649,,0,,R
2007,11,354,3,7,61,681209.934,3535164.104,OL,M,,,,,30,,,,,R
2003,5,299,3,7,75,681234.774,3535158.899,OT,M,,,,,22,,,0,,R
2005,11,329,3,7,76,681240.985,3535159.418,OT,,,,,,,,,,,R
2000,12,271,3,7,77,681247.216,3535159.544,OT,M,,,,,24,7E5756,,0,,R
2003,7,302,1,8,11,681312.913,3535172.172,OT,F,,,,,23,73756B,,0,,
2008,6,361,1,8,11,681312.913,3535172.172,OT,F,,,E,,24,0F165E,*,,,
2000,9,269,1,8,11,681312.913,3535172.172,OT,M,,,,,26,595,,0,,
2002,12,295,1,8,12,681318.909,3535172.22,OT,F,,,,,24,415468,*,0,,
2003,12,307,1,8,13,681325.921,3535172.842,OT,M,,,,,26,476E27,,0,,
2003,12,307,1,8,15,681338.01,3535173.061,OT,F,,,,,24,53192A,*,0,,
2001,8,279,1,8,15,681338.01,3535173.061,OT,F,,,E,,30,649,,0,,
2008,10,366,1,8,15,681338.01,3535173.061,OT,M,,,,,20,213021,,,,
2004,4,311,1,8,15,681338.01,3535173.061,OT,M,,,,,25,7F3906,,0,,
2002,11,293,1,8,16,681344.479,3535173.252,OT,M,,,,,20,735,,0,,
2000,11,270,1,8,16,681344.479,3535173.252,OT,F,,,,,25,649,,0,,
2001,11,282,1,8,16,681344.479,3535173.252,OT,M,,,,,23,749,,0,,
2001,8,279,1,8,17,681350.481,3535173.496,OT,M,,,,,19,750,*,0,,
2003,8,303,1,8,17,681350.481,3535173.496,OT,M,,,,,25,735,,0,,
2008,9,365,1,8,17,681350.481,3535173.496,OT,M,,,,,20,213021,,,,
2003,6,301,1,8,17,681350.481,3535173.496,OT,F,,,E,,23,73756B,,0,,
2006,3,334,1,8,27,681350.542,3535167.392,OT,M,,,,,25,3C2476,,0,,
2001,5,276,1,8,21,681313.23,3535165.914,OT,M,,,,,31,0B6126,,0,,
2002,12,294,1,8,21,681313.23,3535165.914,OT,M,,,,,21,735,,0,,
2002,11,293,1,8,21,681313.23,3535165.914,OT,F,,,,,25,73756B,*,0,,
2000,1,261,1,8,31,681313.53,3535159.413,OT,M,,,,,24,529,,0,,
2002,7,290,1,8,31,681313.53,3535159.413,OT,M,,,,,19,735,,0,,
2005,11,329,1,8,31,681313.53,3535159.413,OT,M,,,,,22,324B27,*,0,,
2003,5,300,1,8,31,681313.53,3535159.413,OT,M,,,,,25,735,,0,,
2001,8,279,1,8,32,681319.772,3535159.603,OT,M,,,,,22,769,*,0,,
2007,9,352,1,8,33,681325.851,3535160.047,OT,M,,,,,21,69217C,*,,,
2007,9,352,1,8,35,681338.438,3535160.622,OT,F,,,,,24,3F1B15,*,,,
2000,7,266,1,8,36,681344.709,3535161.03,OT,F,,,E,,20,649,*,0,,
2005,7,325,1,8,37,681351.157,3535161.162,OT,F,J,,,,14,510077,*,0,,
2007,9,352,1,8,37,681351.157,3535161.162,OT,F,,,,,23,2F0C51,,,,
2001,11,282,1,8,47,681351.231,3535153.908,OT,F,,,,,23,777,,0,,
2001,10,281,1,8,47,681351.231,3535153.908,OT,M,,,,,26,776,,0,,
2008,1,356,1,8,46,681345.14,3535153.824,OT,M,,,,,27,165C7A,,,,
2007,11,354,1,8,45,681338.778,3535153.056,OT,F,,,,,22,192474,,,,
2003,7,302,1,8,45,681338.778,3535153.056,OT,M,,,,,18,735,,0,,
2007,10,353,1,8,45,681338.778,3535153.056,OT,F,,,,,23,192474,*,,,
2003,2,296,1,8,45,681338.778,3535153.056,OT,M,,,,,25,735,,0,,
2004,3,310,1,8,45,681338.778,3535153.056,OT,M,,,,,29,476E27,,0,,
2007,6,349,1,8,44,681332.63,3535153.286,OT,F,,,E,,25,2F0C51,,,,
2003,9,304,1,8,43,681326.397,3535153.049,OT,F,,,E,,27,73756B,,0,,
2000,12,271,1,8,43,681326.397,3535153.049,OT,F,,,,,21,649,,0,,
2005,5,323,1,8,42,681320.15,3535152.851,OT,M,,,,,25,754F23,*,0,,
2003,9,304,1,8,42,681320.15,3535152.851,OT,F,,,,,22,02063E,*,0,,
2003,3,298,1,8,42,681320.15,3535152.851,OT,F,,,,P,29,73756B,,0,,
2004,2,309,1,8,41,681313.944,3535152.558,OT,M,,,,,27,476E27,,0,,
2005,12,330,1,8,41,681313.944,3535152.558,OT,M,,,,,19,324B27,,0,,
2007,11,354,1,8,41,681313.944,3535152.558,OT,F,,,,,20,5B2F08,,,,
2005,11,329,1,8,51,681314.143,3535146.455,OT,F,,,,,24,490E05,*,0,,
2000,12,271,1,8,51,681314.143,3535146.455,OT,M,,,,,24,563,,0,,
2002,10,292,1,8,52,681320.353,3535146.726,OT,F,,,E,,23,013E3E,*,0,,
2001,5,276,1,8,52,681320.353,3535146.726,OT,F,,,E,,32,649,,0,,
2007,11,354,1,8,52,681320.353,3535146.726,OT,M,,,,,29,165C7A,,,,
2001,3,273,1,8,52,681320.353,3535146.726,OT,,,,,,,,,,,E
2008,5,360,1,8,52,681320.353,3535146.726,OT,M,,,,,31,165C7A,,,,
2008,4,359,1,8,53,681326.66,3535146.743,OT,M,,,,,30,165C7A,,,,
2005,11,329,1,8,54,681332.792,3535147.051,OT,M,,,,,20,70380A,,0,,
2005,7,325,1,8,54,681332.792,3535147.051,OT,M,,,,,22,084D2C,*,0,,
2004,6,313,1,8,55,681339.004,3535147.2,OT,M,,,,,18,613866,*,0,,
2007,7,350,1,8,56,681345.097,3535147.591,OT,F,,,E,P,36,2F0C51,,,,
2000,3,263,1,8,57,681351.459,3535147.876,OT,M,,,,,22,563,,0,,
2003,5,299,1,8,67,681351.798,3535141.043,OT,M,,,,,24,735,,0,,
2007,7,350,1,8,67,681351.798,3535141.043,OT,M,,,,,20,1B7B3B,*,,,
2007,5,348,1,8,66,681345.56,3535141.529,OT,F,,,,,16,2F0C51,*,,,
2007,7,350,1,8,65,681339.55,3535140.98,OT,M,,,,,31,165C7A,,,,
2000,9,269,1,8,65,681339.55,3535140.98,OT,M,,,,,22,322B4E,*,0,,
2007,10,353,1,8,63,681326.867,3535140.811,OT,M,,,,,21,69217C,,,,
2001,3,274,1,8,63,681326.867,3535140.811,OT,F,,,E,P,32,649,,0,,
2004,6,313,1,8,62,681320.689,3535140.415,OT,F,,,E,P,24,0E6C62,,0,,
2000,8,268,1,8,61,681314.454,3535140.199,OT,M,,,,,19,4E7C7F,*,0,,
2001,7,278,1,8,61,681314.454,3535140.199,OT,F,,,E,,27,649,,0,,
2000,12,271,1,8,61,681314.454,3535140.199,OT,M,,,,,21,322B4E,,0,,
2003,7,302,1,8,71,681314.592,3535133.729,OT,M,,,,,14,5C6341,*,0,,
2009,8,376,1,8,71,681314.592,3535133.729,OT,M,,,,,27,58440B,,,,
2007,10,353,1,8,71,681314.592,3535133.729,OT,F,,,,,21,5B2F08,*,,,
2000,11,270,1,8,71,681314.592,3535133.729,OT,M,,,,,23,322B4E,,0,,
2000,9,269,1,8,72,681320.918,3535133.852,OT,F,,,,,24,649,,0,,
2004,10,317,1,8,72,681320.918,3535133.852,OT,F,,,B,P,25,11051D,*,0,,
2002,5,288,1,8,73,681327.005,3535134.145,OT,M,,,,,11,735,*,0,,
2007,4,347,1,8,73,681327.005,3535134.145,OT,M,,,,,15,42735D,*,,,
2003,5,299,1,8,74,681333.304,3535134.495,OT,F,,,E,,32,73756B,,0,,
2002,9,291,1,8,75,681339.629,3535134.936,OT,M,,,,,11,1C440F,*,0,,
2003,5,300,1,8,75,681339.629,3535134.936,OT,F,,,,,29,73756B,,0,,
2009,4,372,1,8,75,681339.629,3535134.936,OT,F,,,E,,25,672E01,,,,
2003,9,304,1,8,75,681339.629,3535134.936,OT,M,,,,,22,735,,0,,
2004,6,313,1,8,76,681346.058,3535135.149,OT,F,,,E,P,28,322405,*,0,,
2007,10,353,1,8,76,681346.058,3535135.149,OT,M,,,,,30,165C7A,,,,
