yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagina,nipples,pregnant,wgt,tag,note2,ltag,note3,note5
2002,12,295,1,1,51,681207.441,3535256.627,OT,M,,,,,22,454C5C,,0,,
2007,11,354,1,1,55,681225.996,3535256.738,OT,F,,,,,26,7A5C33,,,,
2000,11,270,1,1,55,681225.996,3535256.738,OT,F,,,,,27,69522A,*,0,,
2007,11,354,1,1,55,681232.051,3535256.786,OT,F,,,,,26,7A5C33,,,,
2000,11,270,1,1,55,681232.051,3535256.786,OT,F,,,,,27,69522A,*,0,,
2003,7,302,1,1,56,681238.301,3535256.891,OT,M,,,,,22,0E401E,,0,,
2005,9,328,1,1,57,681244.668,3535257.056,OT,M,,,,,27,552450,,0,,
2002,12,294,1,1,57,681244.668,3535257.056,OT,M,,,,,13,241655,*,0,,
2005,9,327,1,1,67,681244.749,3535250.674,OT,M,,,,,27,552450,*,0,,
2002,11,293,1,1,67,681244.749,3535250.674,OT,M,,,,,23,454C5C,*,0,,
2005,11,329,1,1,67,681244.749,3535250.674,OT,M,,,,,24,135353,*,0,,
2006,5,336,1,1,67,681244.749,3535250.674,OT,F,,,E,,,,,,,E
2007,11,354,1,1,67,681244.749,3535250.674,OT,M,,,,,25,250F0C,,,,
2007,9,352,1,1,65,681232.22,3535250.525,OT,M,,,,,21,223512,*,,,
2005,12,330,1,1,65,681232.22,3535250.525,OT,F,,,,,23,504464,,0,,
2004,8,315,1,1,65,681232.22,3535250.525,OT,M,S,,,,24,10056A,*,0,,
2003,9,304,1,1,64,681226.021,3535250.528,OT,F,,,,,32,463239,,0,,
2007,11,354,1,1,64,681226.021,3535250.528,OT,M,,,,,21,2F3102,,,,
2000,2,262,1,1,62,681213.739,3535250.198,OT,F,,,,,29,574,,0,,
2004,3,310,1,1,62,681213.739,3535250.198,OT,F,J,,,,11,136423,*,0,,
2003,5,299,1,1,62,681213.739,3535250.198,OT,F,,,,P,25,463239,,0,,
2007,9,352,1,1,61,681207.391,3535250.391,OT,M,,,,,29,472813,,,,
2003,12,307,1,1,61,681207.391,3535250.391,OT,F,,,,,24,081A00,,0,,
2003,3,298,1,1,61,681207.391,3535250.391,OT,M,,,,,30,6B4D6B,*,0,,
2003,3,297,1,1,71,681207.528,3535244.181,OT,F,,,,,28,463239,,0,,
2004,12,319,1,1,71,681207.528,3535244.181,OT,F,,,,,22,651C74,*,0,,
2006,3,333,1,1,71,681207.528,3535244.181,OT,F,,,,,26,504464,,0,,
2005,11,329,1,1,72,681214.223,3535243.863,OT,F,,,,,24,504464,,0,,
2002,2,285,1,1,72,681214.223,3535243.863,OT,M,,,,,26,774,,0,,
2007,10,353,1,1,72,681214.223,3535243.863,OT,M,,,,,23,2F3102,,,,
2003,8,303,1,1,73,681219.928,3535244.066,OT,F,,,B,,36,463239,,0,,
2007,10,353,1,1,73,681219.928,3535244.066,OL,M,,,,,33,206540,*,,,
2003,3,297,1,1,74,681226.078,3535244.221,OT,M,,,,,23,0E401E,*,0,,
2003,6,301,1,1,74,681226.078,3535244.221,OT,F,,,E,,31,463239,,0,,
2003,11,306,1,1,74,681226.078,3535244.221,OT,M,,,,,20,0E401E,,0,,
2004,12,319,1,1,74,681226.078,3535244.221,OT,F,,,,,25,44070E,,0,,
2007,11,354,1,1,75,681232.162,3535244.319,OT,F,,,,,17,21004B,*,,,
2004,11,318,1,1,75,681232.162,3535244.319,OT,F,,,,,26,693804,*,0,,
2005,11,329,1,1,75,681232.162,3535244.319,OT,M,,,,,24,422339,,0,,
2009,9,377,1,1,75,681232.162,3535244.319,OL,M,,,,,36,383F52,,,,
2007,9,352,1,1,75,681232.162,3535244.319,OT,F,,,E,,20,202855,,,,
2005,6,324,1,1,75,681232.162,3535244.319,OT,F,,,E,,20,504464,,0,,
2002,11,293,1,1,76,681238.39,3535244.439,OT,F,,,E,,28,463239,*,0,,
2009,1,369,1,1,77,681244.686,3535244.516,OT,F,,,,,25,222171,*,,,
2004,11,318,1,1,77,681244.686,3535244.516,OT,M,,,,,25,10056A,,0,,
2006,10,341,1,1,77,681244.686,3535244.516,OT,F,,,E,,31,633040,,0,,
2009,1,369,1,2,11,681282.383,3535282.931,OT,M,,,,,24,2C6073,*,,,
2003,3,297,1,2,11,681282.383,3535282.931,OT,F,,,,,28,6C0F4A,,0,,
2003,2,296,1,2,12,681288.653,3535283.029,OT,M,,,,,21,4A0051,,0,,
2009,11,379,1,2,13,681294.84,3535283.392,OL,M,,,,,40,383F52,,,,
2003,3,297,1,2,13,681294.84,3535283.392,OT,M,,,,,27,4A0051,,0,,
2001,10,281,1,2,13,681294.84,3535283.392,OT,M,,,,,21,773,,0,,
2006,1,331,1,2,13,681294.84,3535283.392,OT,F,,,,,21,3A5752,,,,
2006,1,332,1,2,14,681301,3535283.438,OT,F,,,,,20,3A5752,,0,,
2001,10,281,1,2,14,681301,3535283.438,OT,M,,,,,22,754,,0,,
2007,12,355,1,2,15,681307.233,3535283.499,OT,M,,,,,26,786651,,,,
2001,8,279,1,2,17,681319.771,3535283.868,OT,F,,,E,,31,0F490B,,0,,
2008,8,364,1,2,27,681320.188,3535277.513,OT,F,,,E,,29,286656,,,,
2003,5,300,1,2,27,681320.188,3535277.513,OL,M,,,,,27,554016,,0,,
2001,8,279,1,2,25,681307.474,3535277.201,OT,M,,,,,23,773,*,0,,
2007,3,346,1,2,24,681301.169,3535277.16,OT,M,J,,,,23,1C0833,*,,,
2001,10,281,1,2,24,681301.169,3535277.16,OT,M,,,,,22,404A74,*,0,,
2000,9,269,1,2,24,681301.169,3535277.16,OT,M,,,,,25,2F260C,*,0,,
2001,9,280,1,2,23,681294.971,3535277.006,OT,M,,,,,23,2C7745,*,0,,
2002,1,284,1,2,23,681294.971,3535277.006,OT,F,,,,,26,696825,*,0,,
2007,6,349,1,2,23,681294.971,3535277.006,OT,M,,,,,22,250F0C,*,,,
2006,1,332,1,2,23,681294.971,3535277.006,OT,F,,,,,22,00546A,,0,,
2007,12,355,1,2,23,681294.971,3535277.006,OT,F,,,,,21,5C4B2F,,,,
2007,7,350,1,2,23,681294.971,3535277.006,OT,F,,,E,P,39,4A3A53,*,,,
2001,1,272,1,2,22,681288.739,3535276.854,OT,M,,,,,27,0B6126,,0,,
2008,6,361,1,2,22,681288.739,3535276.854,OT,F,,,E,P,31,286656,,,,
2008,9,365,1,2,21,681282.483,3535276.6,OT,F,,,,,25,796A0E,*,,,
2003,12,307,1,2,21,681282.483,3535276.6,OT,M,,,,,21,4A0051,,0,,
2007,10,353,1,2,21,681282.483,3535276.6,OT,M,,,,,26,250F0C,,,,
2003,8,303,1,2,21,681282.483,3535276.6,OT,F,,,B,,28,704714,,0,,
2004,4,311,1,2,21,681282.483,3535276.6,OT,F,,,E,,20,523755,,0,,
2002,1,284,1,2,31,681282.74,3535270.372,OT,F,,,,,22,337679,*,0,,
2007,1,344,1,2,31,681282.74,3535270.372,OL,F,,,,,23,011E5E,*,,,
2006,1,332,1,2,32,681288.897,3535270.63,OT,F,,,,,23,504464,,0,,
2007,10,353,1,2,32,681288.897,3535270.63,OT,F,,,,,21,727B0E,,,,
2007,9,352,1,2,33,681294.945,3535271.105,OT,F,J,,,,16,5C4B2F,*,,,
2002,3,286,1,2,33,681294.945,3535271.105,OT,F,,,,,23,337679,,0,,
2000,9,269,1,2,33,681294.945,3535271.105,OT,F,,,E,,30,0F490B,,0,,
2007,11,354,1,2,33,681294.945,3535271.105,OT,F,,,,,21,727B0E,,,,
2007,3,346,1,2,35,681307.488,3535271.816,OT,F,,,E,P,15,49236A,,,,
2006,11,342,1,2,35,681307.488,3535271.816,OT,M,J,,,,21,116754,*,0,,
2003,2,296,1,2,35,681307.488,3535271.816,OT,F,,,,,23,6C0F4A,,0,,
2006,12,343,1,2,35,681307.488,3535271.816,OT,F,,,E,,30,633040,,0,,
2007,7,350,1,2,35,681307.488,3535271.816,OT,M,,,,,25,4F7E10,,,,
2002,1,284,1,2,36,681313.684,3535272.025,OT,F,,,,,22,267C7F,*,0,,
2003,7,302,1,2,37,681320.142,3535272.214,OT,F,,,,,23,383358,*,0,,
2007,8,351,1,2,37,681320.142,3535272.214,OT,M,,,,,27,4F7E10,,,,
2003,5,300,1,2,37,681320.142,3535272.214,OT,F,J,,,,9,30601F,*,0,,
2007,5,348,1,2,37,681320.142,3535272.214,OT,M,,,,,19,4F7E10,*,,,
2005,11,329,1,2,47,681320.378,3535265.086,OT,M,,,,,22,34732B,*,0,,
2003,9,304,1,2,47,681320.378,3535265.086,OT,F,,,,,27,523755,*,0,,
2007,11,354,1,2,47,681320.378,3535265.086,OT,M,,,,,25,2F5C56,*,,,
2003,5,300,1,2,46,681313.936,3535264.884,OT,F,J,,,,18,704714,*,0,,
2003,5,300,1,2,45,681307.428,3535263.914,OT,M,,,,,17,225F03,,0,,
2003,6,301,1,2,45,681307.428,3535263.914,OT,M,,,,,26,4A0051,,0,,
2005,11,329,1,2,45,681307.428,3535263.914,OT,F,,,,,25,00546A,*,0,,
2001,11,282,1,2,45,681307.428,3535263.914,OT,M,,,,,21,404A74,,0,,
2003,7,302,1,2,45,681307.428,3535263.914,OT,F,,,,,25,704714,,0,,
2005,5,323,1,2,45,681307.428,3535263.914,OT,F,,,,,22,504464,*,0,,
2000,11,270,1,2,45,681307.428,3535263.914,OT,F,,,,,30,0F490B,,0,,
2003,9,304,1,2,45,681307.428,3535263.914,OT,F,,,,,19,226A32,*,0,,
2007,11,354,1,2,44,681301.632,3535264.143,OT,F,,,,,24,5C4B2F,,,,
2005,11,329,1,2,44,681301.632,3535264.143,OT,F,,,,,20,4A0331,*,0,,
2003,6,301,1,2,44,681301.632,3535264.143,OL,M,,,,,36,554016,,0,,
2006,1,331,1,2,44,681301.632,3535264.143,OT,M,,,,,20,34732B,,,,
2007,1,344,1,2,43,681295.225,3535264.769,OT,F,,,,,30,633040,,,,
2002,1,284,1,2,43,681295.225,3535264.769,OT,M,,,,,24,6C4078,*,0,,
2006,3,334,1,2,43,681295.225,3535264.769,OT,M,,,,,22,34732B,,0,,
2007,5,348,1,2,43,681295.225,3535264.769,OT,F,,,E,,28,633040,,,,
2007,10,353,1,2,42,681289.081,3535264.276,OT,F,,,,,21,5C4B2F,,,,
2006,4,335,1,2,42,681289.081,3535264.276,OT,M,,,,,26,34732B,,0,,
2000,12,271,1,2,42,681289.081,3535264.276,OT,F,,,,,28,0F490B,,0,,
2007,12,355,1,2,42,681289.081,3535264.276,OT,F,,,,,20,727B0E,,,,
2003,10,305,1,2,41,681282.798,3535263.925,OT,M,,,,,22,7F3906,,0,,
2002,1,284,1,2,41,681282.798,3535263.925,OT,M,,,,,25,774,,0,,
2002,1,284,1,2,41,681282.798,3535263.925,OT,F,,,,,18,30047F,*,0,,
2006,1,332,1,2,51,681282.945,3535257.878,OT,M,,,,,22,34732B,,0,,
2006,11,342,1,2,51,681282.945,3535257.878,OT,M,,,,,25,532048,*,0,,
2003,6,301,1,2,51,681282.945,3535257.878,OT,F,,,E,P,31,704714,,0,,
2004,10,317,1,2,51,681282.945,3535257.878,OT,F,,,B,,23,3C1132,*,0,,
2004,8,315,1,2,51,681282.945,3535257.878,OT,M,,,,,25,613866,,0,,
2008,1,356,1,2,52,681289.107,3535258.095,OT,M,,,,,28,786651,,,,
2008,6,362,1,2,52,681289.107,3535258.095,OT,M,,,,,26,4A6257,,,,
2003,3,298,1,2,52,681289.107,3535258.095,OT,M,,,,,16,225F03,,0,,
2004,4,311,1,2,52,681289.107,3535258.095,OT,M,,,,,22,4A0051,,0,,
2006,3,334,1,2,53,681295.136,3535258.281,OT,F,,,,,23,504464,,0,,
2007,1,344,1,2,53,681295.136,3535258.281,OL,M,,,,,25,2A726A,*,,,
2007,3,346,1,2,53,681295.136,3535258.281,OT,M,,,,,29,472813,*,,,
2003,10,305,1,2,54,681301.212,3535258.449,OT,F,,,,,23,704714,,0,,
2001,10,281,1,2,55,681307.359,3535258.498,OT,M,,,,,26,774,,0,,
2005,9,328,1,2,55,681307.359,3535258.498,OT,F,,,,,21,33244D,*,0,,
2009,11,379,1,2,55,681307.359,3535258.498,OT,M,,,,,20,000815,*,000813,*,
2003,5,299,1,2,56,681313.721,3535258.829,OT,M,,,,,21,225F03,,0,,
2002,11,293,1,2,56,681313.721,3535258.829,OT,F,,,,,24,55140B,*,0,,
2004,1,308,1,2,56,681313.721,3535258.829,OT,M,,,,,25,4A0051,,0,,
2002,5,288,1,2,56,681313.721,3535258.829,OT,F,,,E,P,27,45753E,,0,,
2002,12,295,1,2,57,681320.355,3535259.102,OT,M,,,,,23,4A0051,*,0,,
2000,11,270,1,2,67,681320.572,3535252.634,OT,M,,,,,26,0B6126,,0,,
2007,2,345,1,2,66,681313.937,3535252.562,OT,F,,,E,P,16,49236A,,,,
2000,8,268,1,2,66,681313.937,3535252.562,OT,F,,,E,P,32,0F490B,*,0,,
2003,2,296,1,2,66,681313.937,3535252.562,OT,M,,,,,26,101D04,*,0,,
2002,4,287,1,2,65,681307.858,3535252.425,OT,M,,,,,29,776,,0,,
2000,12,271,1,2,65,681307.858,3535252.425,OT,M,,,,,25,2F260C,,0,,
2007,9,352,1,2,65,681307.858,3535252.425,OT,F,,,E,P,32,7A5C33,*,,,
2007,4,347,1,2,65,681307.858,3535252.425,OT,M,,,,,,472813,,,,
2001,11,282,1,2,64,681301.431,3535252.109,OT,M,,,,,25,774,,0,,
2003,3,298,1,2,64,681301.431,3535252.109,OT,F,,,,,24,55140B,,0,,
2007,5,348,1,2,64,681301.431,3535252.109,OT,M,,,,,33,472813,,,,
2005,12,330,1,2,63,681295.436,3535251.847,OT,F,,,,,20,00546A,,0,,
2006,1,331,1,2,63,681295.436,3535251.847,OT,F,,,,,21,00546A,,,,
2001,8,279,1,2,62,681289.264,3535251.601,OT,M,,,,,25,774,*,0,,
2001,12,283,1,2,61,681283.006,3535251.574,OT,M,,,,,23,774,,0,,
2000,7,266,1,2,71,681283.161,3535245.256,OT,M,,,,,23,0B6126,*,0,,
2002,10,292,1,2,71,681283.161,3535245.256,OL,M,,,,,27,554016,*,0,,
2007,1,344,1,2,71,681283.161,3535245.256,OT,F,,,,,16,49236A,*,,,
2003,3,297,1,2,72,681289.665,3535245.266,OT,M,,,,,21,225F03,,0,,
2004,11,318,1,2,72,681289.665,3535245.266,OT,F,,,,,22,44070E,,0,,
2007,8,351,1,2,72,681289.665,3535245.266,OT,M,,,,,20,1A527B,*,,,
2003,5,300,1,2,72,681289.665,3535245.266,OT,M,,,,,23,4A0051,,0,,
2003,7,302,1,2,73,681295.364,3535245.413,OT,M,,,,,22,7F3906,*,0,,
2006,4,335,1,2,73,681295.364,3535245.413,OT,F,,,,P,29,504464,,0,,
2003,5,299,1,2,74,681301.634,3535245.835,OL,M,,,,,34,554016,,0,,
2001,9,280,1,2,74,681301.634,3535245.835,OT,M,,,,,24,773,,0,,
2002,4,287,1,2,74,681301.634,3535245.835,OT,F,,,E,,25,45753E,*,0,,
2003,3,298,1,2,74,681301.634,3535245.835,OL,M,,,,,30,554016,,0,,
2008,1,356,1,2,74,681301.634,3535245.835,OT,F,,,,,21,5C4B2F,,,,
2001,12,283,1,2,74,681301.634,3535245.835,OT,M,,,,,23,754,,0,,
2000,12,271,1,2,75,681307.824,3535246.046,OT,M,,,,,28,0B6126,,0,,
2001,10,281,1,2,75,681307.824,3535246.046,OT,M,,,,,26,776,,0,,
2001,8,279,1,2,75,681307.824,3535246.046,OT,M,,,,,26,776,*,0,,
2007,9,352,1,2,75,681307.824,3535246.046,OT,F,,,,,20,727B0E,*,,,
2003,5,300,1,2,75,681307.824,3535246.046,OT,F,,,E,,28,55140B,,0,,
2006,1,331,1,2,76,681314.023,3535246.039,OT,F,,,,,20,504464,,,,
2003,5,299,1,2,76,681314.023,3535246.039,OT,F,J,,,,14,0A6E1D,*,0,,
2008,5,360,1,2,76,681314.023,3535246.039,OT,M,,,,,31,4A6257,,,,
2007,1,344,1,2,76,681314.023,3535246.039,OL,F,,,,,22,6F5E1A,*,,,
2003,6,301,1,2,76,681314.023,3535246.039,OT,F,,,,P,22,30601F,,0,,
2004,10,317,1,2,77,681320.474,3535246.3,OT,F,,,,,22,44070E,*,0,,
2001,8,279,1,2,77,681320.474,3535246.3,OT,F,,,E,,23,777,*,0,,
2003,5,299,1,2,77,681320.474,3535246.3,OT,M,,,,,26,4A0051,,0,,
2003,11,306,1,2,77,681320.474,3535246.3,OT,M,,,,,22,7F3906,,0,,
2003,10,305,1,2,77,681320.474,3535246.3,OT,F,,,,,24,523755,,0,,
2003,9,304,1,2,77,681320.474,3535246.3,OT,F,,,,,22,704714,,0,,
2008,12,368,2,3,11,681356.481,3535285.004,OT,M,,,,,28,4A6257,,,,
2001,7,278,2,3,11,681356.481,3535285.004,OT,M,,,,,31,06044F,*,0,,
2004,1,308,2,3,11,681356.481,3535285.004,OT,M,,,,,24,7F3906,,0,,
2000,12,271,2,3,11,681356.481,3535285.004,OT,M,,,,,29,23732C,*,0,,
2000,1,261,2,3,11,681356.481,3535285.004,OT,M,,,,,25,134,*,0,,
2003,2,296,2,3,12,681362.693,3535285.172,OL,F,,,,,28,192206,*,0,,
2003,5,300,2,3,12,681362.693,3535285.172,OL,M,,,,,26,554016,,0,,
2003,9,304,2,3,12,681362.693,3535285.172,OT,M,,,,,24,101D04,,0,,
2003,5,299,2,3,13,681368.743,3535285.446,OL,F,,,E,P,39,192206,,0,,
2004,1,308,2,3,13,681368.743,3535285.446,OT,F,,,,,25,523755,,0,,
2008,12,368,2,3,13,681368.743,3535285.446,OT,F,,,,,27,286656,,,,
2007,3,346,2,3,13,681368.743,3535285.446,OT,F,,,E,,27,664968,*,,,
2007,11,354,2,3,14,681375.047,3535285.925,OT,F,,,,,20,5C3D3D,*,,,
2003,8,303,2,3,14,681375.047,3535285.925,OL,F,,,E,,30,56034E,,0,,
2000,6,265,2,3,16,681387.47,3535286.477,OT,M,,,,,32,134,,0,,
2007,11,354,2,3,16,681387.47,3535286.477,OT,M,,,,,27,786651,*,,,
2008,2,357,2,3,16,681387.47,3535286.477,OT,F,,,,,22,286656,,,,
2003,5,299,2,3,27,681394.178,3535280.41,OT,M,,,,,26,101D04,,0,,
2003,5,300,2,3,27,681394.178,3535280.41,OT,M,,,,,28,525470,*,0,,
2003,11,306,2,3,27,681394.178,3535280.41,OT,F,,,,,23,523755,,0,,
2001,10,281,2,3,26,681387.271,3535280.425,OT,M,,,,,22,754,,0,,
2001,9,280,2,3,25,681381.731,3535279.948,OT,M,,,,,21,702943,*,0,,
2001,8,279,2,3,25,681381.731,3535279.948,OT,M,,,,,24,754,*,0,,
2001,10,281,2,3,25,681381.731,3535279.948,OT,M,,,,,23,3E297A,*,0,,
2002,4,287,2,3,24,681375.168,3535279.916,OT,M,,,,,31,176F4B,,0,,
2003,7,302,2,3,23,681368.726,3535280.63,OL,F,,,B,,28,56034E,*,0,,
2001,5,276,2,3,23,681368.726,3535280.63,OT,F,,,E,P,35,0F490B,,0,,
2003,3,298,2,3,23,681368.726,3535280.63,OL,M,,,,,33,554016,,0,,
2003,5,299,2,3,23,681368.726,3535280.63,OL,M,,,,,33,554016,,0,,
2009,12,380,2,3,21,681356.387,3535279.118,OL,M,,,,,40,383F52,,,,
2000,2,262,2,3,21,681356.387,3535279.118,OT,M,,,,,26,134,,0,,
2000,3,263,2,3,21,681356.387,3535279.118,OT,M,,,,,29,134,,0,,
2009,1,369,2,3,31,681356.749,3535272.744,OT,M,,,,,28,4A6257,,,,
2003,9,304,2,3,32,681363.257,3535273.125,OL,F,,,,,30,56034E,,0,,
2002,2,285,2,3,33,681368.994,3535273.542,OT,M,,,,,30,176F4B,,0,,
2007,11,354,2,3,33,681368.994,3535273.542,OT,F,,,,,22,286656,,,,
2001,11,282,2,3,33,681368.994,3535273.542,OT,M,,,,,24,754,,0,,
2001,10,281,2,3,35,681381.618,3535273.73,OT,F,,,,,22,66680D,,0,,
2001,11,282,2,3,35,681381.618,3535273.73,OT,F,,,,,22,66680D,,0,,
2004,10,317,2,3,36,681387.977,3535274.163,OT,F,J,,,,10,50274C,*,0,,
2000,11,270,2,3,36,681387.977,3535274.163,OT,M,,,,,25,0B6126,,0,,
2003,6,301,2,3,36,681387.977,3535274.163,OL,F,,,B,,29,165441,*,0,,
2001,9,280,2,3,37,681394.905,3535274.251,OT,M,,,,,24,754,,0,,
2004,3,310,2,3,37,681394.905,3535274.251,OT,M,J,,,,9,311928,*,0,,
2001,5,276,2,3,46,681388.563,3535267.831,OT,F,,,E,,25,657,*,0,,
2001,11,282,2,3,45,681382.155,3535267.596,OT,M,,,,,26,176F4B,*,0,,
2007,11,354,2,3,45,681382.155,3535267.596,OT,M,,,,,24,1A527B,,,,
2001,10,281,2,3,44,681375.85,3535267.436,OT,M,,,,,25,3E2A09,*,0,,
2007,9,352,2,3,43,681369.564,3535267.089,OT,M,,,,,25,1A527B,,,,
2007,10,353,2,3,43,681369.564,3535267.089,OT,F,,,,,20,0F6413,*,,,
2000,7,266,2,3,42,681363.271,3535266.849,OT,M,,,,,22,0B6126,,0,,
2003,6,301,2,3,51,681357.08,3535260.788,OL,M,,,,,31,554016,,0,,
2007,10,353,2,3,51,681357.08,3535260.788,OT,M,,,,,26,1A527B,,,,
2002,2,285,2,3,51,681357.08,3535260.788,OT,F,,,,,24,66680D,,0,,
2003,12,307,2,3,52,681363.302,3535261.027,OT,M,,,,,23,7F3906,,0,,
2003,5,300,2,3,53,681369.228,3535261.322,OT,M,,,,,25,101D04,,0,,
2002,10,292,2,3,53,681369.228,3535261.322,OL,M,,,,,24,554016,*,0,,
2007,10,353,2,3,54,681375.618,3535261.661,OT,F,,,,,22,286656,*,,,
2003,7,302,2,3,54,681375.618,3535261.661,OL,F,,,B,,26,165441,,0,,
2003,10,305,2,3,57,681394.635,3535262.485,OT,M,,,,,20,187C2C,*,0,,
2003,8,303,2,3,57,681394.635,3535262.485,OL,F,,,B,,30,165441,,0,,
2003,9,304,2,3,67,681395.043,3535255.542,OT,F,,,,,21,712B77,*,0,,
2002,7,290,2,3,67,681395.043,3535255.542,OT,F,,S,,,28,66680D,,0,,
2007,11,354,2,3,66,681388.559,3535255.323,OT,F,,,,,21,47112A,*,,,
2001,9,280,2,3,65,681382.426,3535254.707,OT,F,,,,,30,0F490B,,0,,
2000,9,269,2,3,62,681363.478,3535254.145,OT,F,,,,,27,0F490B,,0,,
2001,1,272,2,3,62,681363.478,3535254.145,OT,M,,,,,25,322B4E,,0,,
2008,3,358,2,3,61,681357.327,3535253.818,OT,F,,,,,24,286656,,,,
2003,5,300,2,3,61,681357.327,3535253.818,OL,F,,,B,,33,192206,,0,,
2003,7,302,2,3,71,681357.587,3535247.449,OT,F,,,,,18,383358,*,0,,
2001,1,272,2,3,71,681357.587,3535247.449,OT,F,,,,,25,649,,0,,
2004,10,317,2,3,71,681357.587,3535247.449,OT,M,,,,,27,10056A,,0,,
2002,12,295,2,3,72,681363.772,3535247.918,OT,F,,,,,27,55140B,,0,,
2004,2,309,2,3,74,681376.105,3535248.191,OT,F,,,,P,34,523755,,0,,
2002,7,290,2,3,75,681382.644,3535248.39,OT,F,,,,,28,744,*,0,,
2006,1,331,2,3,75,681382.644,3535248.39,OT,F,,,,,18,415723,*,,,
2003,8,303,2,3,76,681388.716,3535248.903,OT,M,,,,,29,101D04,,0,,
2003,10,305,2,3,76,681388.716,3535248.903,OT,F,,,,,24,523755,,0,,
2000,8,268,2,3,77,681395.156,3535249.083,OT,M,,,,,25,0B6126,,0,,
2001,3,274,1,4,14,681450.726,3535287.943,OT,F,,,E,P,30,6D1E03,,0,,
2003,10,305,1,4,16,681463.088,3535288.421,OT,M,,,,,22,146A01,,0,,
2007,5,348,1,4,17,681469.813,3535288.502,OT,F,,,,,21,797872,*,,,
2002,12,294,1,4,17,681469.813,3535288.502,OT,F,,,,,22,595324,*,0,,
2003,9,304,1,4,27,681470.069,3535281.883,OT,M,,,,,26,146A01,,0,,
2003,10,305,1,4,27,681470.069,3535281.883,OT,F,,,,,18,712B77,,0,,
2001,4,275,1,4,27,681470.069,3535281.883,OT,F,,,E,P,32,461C52,,0,,
